longitude    latitude     depth_km        density_kgm3   
124.66667    -8.50000     2.106           1031.91        
124.75000    -8.50000     0.000           1032.77        
124.75000    -8.50000     1.211           1032.77        
124.75000    -8.50000     2.422           1032.77        
124.83333    -8.50000     0.000           1032.77        
124.83333    -8.50000     1.216           1032.77        
124.83333    -8.50000     2.432           1032.77        
124.91667    -8.50000     0.000           1034.08        
124.91667    -8.50000     1.455           1034.08        
124.91667    -8.50000     2.910           1034.08        
125.00000    -8.50000     0.000           1034.45        
125.00000    -8.50000     1.005           1034.45        
125.00000    -8.50000     2.009           1034.45        
125.00000    -8.50000     3.014           1034.45        
125.08333    -8.50000     0.000           1034.82        
125.08333    -8.50000     1.052           1034.82        
125.08333    -8.50000     2.105           1034.82        
125.08333    -8.50000     3.157           1034.82        
125.16667    -8.50000     0.000           1034.07        
125.16667    -8.50000     1.433           1034.07        
125.16667    -8.50000     2.865           1034.07        
125.25000    -8.50000     0.000           1032.88        
125.25000    -8.50000     1.225           1032.88        
125.25000    -8.50000     2.450           1032.88        
125.33333    -8.50000     0.000           1031.85        
125.33333    -8.50000     1.038           1031.85        
125.33333    -8.50000     2.076           1031.85        
125.41667    -8.50000     0.000           1030.84        
125.41667    -8.50000     1.680           1030.84        
125.50000    -8.50000     0.000           1028.48        
125.50000    -8.50000     1.218           1028.48        
125.58333    -8.50000     0.000           1026.82        
125.58333    -8.50000     0.900           1026.82        
125.66667    -8.50000     0.000           1027.09        
125.66667    -8.50000     0.955           1027.09        
125.75000    -8.50000     0.000           1026.39        
125.75000    -8.50000     0.709           1026.39        
125.83333    -8.50000     0.000           1026.39        
125.83333    -8.50000     0.709           1026.39        
125.91667    -8.50000     0.000           1025.29        
125.91667    -8.50000     0.358           1025.29        
126.00000    -8.50000     0.000           1025.47        
126.00000    -8.50000     0.440           1025.47        
126.08333    -8.50000     0.000           1025.30        
126.08333    -8.50000     0.383           1025.30        
126.16667    -8.50000     0.000           1025.10        
126.16667    -8.50000     0.306           1025.10        
126.25000    -8.50000     0.000           1025.10        
126.25000    -8.50000     0.306           1025.10        
126.33333    -8.50000     0.000           1022.58        
126.33333    -8.50000     0.000           1022.58        
126.50000    -8.50000     0.000           1022.93        
126.50000    -8.50000     0.037           1022.93        
126.58333    -8.50000     0.000           1022.93        
126.58333    -8.50000     0.037           1022.93        
127.16667    -8.50000     0.000           1022.58        
127.16667    -8.50000     0.000           1022.58        
127.25000    -8.50000     0.000           1024.88        
127.25000    -8.50000     0.174           1024.88        
127.33333    -8.50000     0.000           1027.31        
127.33333    -8.50000     0.597           1027.31        
127.41667    -8.50000     0.000           1026.76        
127.41667    -8.50000     0.464           1026.76        
127.50000    -8.50000     0.000           1028.74        
127.50000    -8.50000     1.007           1028.74        
127.58333    -8.50000     0.000           1030.63        
127.58333    -8.50000     1.592           1030.63        
127.66667    -8.50000     0.000           1031.06        
127.66667    -8.50000     1.769           1031.06        
127.75000    -8.50000     0.000           1031.20        
127.75000    -8.50000     1.841           1031.20        
127.83333    -8.50000     0.000           1031.33        
127.83333    -8.50000     1.866           1031.33        
127.91667    -8.50000     0.000           1031.34        
127.91667    -8.50000     1.886           1031.34        
128.00000    -8.50000     0.000           1031.33        
128.00000    -8.50000     1.855           1031.33        
128.08333    -8.50000     0.000           1031.05        
128.08333    -8.50000     1.745           1031.05        
128.16667    -8.50000     0.000           1030.92        
128.16667    -8.50000     1.695           1030.92        
128.25000    -8.50000     0.000           1031.19        
128.25000    -8.50000     1.764           1031.19        
128.33333    -8.50000     0.000           1031.33        
128.33333    -8.50000     1.838           1031.33        
128.41667    -8.50000     0.000           1031.47        
128.41667    -8.50000     1.897           1031.47        
128.50000    -8.50000     0.000           1031.33        
128.50000    -8.50000     1.873           1031.33        
128.58333    -8.50000     0.000           1030.35        
128.58333    -8.50000     1.539           1030.35        
128.66667    -8.50000     0.000           1030.35        
128.66667    -8.50000     1.496           1030.35        
128.75000    -8.50000     0.000           1030.20        
128.75000    -8.50000     1.427           1030.20        
128.83333    -8.50000     0.000           1030.36        
128.83333    -8.50000     1.542           1030.36        
128.91667    -8.50000     0.000           1029.62        
128.91667    -8.50000     1.286           1029.62        
129.00000    -8.50000     0.000           1029.32        
129.00000    -8.50000     1.179           1029.32        
129.08333    -8.50000     0.000           1029.32        
129.08333    -8.50000     1.152           1029.32        
129.16667    -8.50000     0.000           1029.48        
129.16667    -8.50000     1.223           1029.48        
129.25000    -8.50000     0.000           1029.77        
129.25000    -8.50000     1.316           1029.77        
129.33333    -8.50000     0.000           1029.77        
129.33333    -8.50000     1.279           1029.77        
129.41667    -8.50000     0.000           1029.62        
129.41667    -8.50000     1.223           1029.62        
129.50000    -8.50000     0.000           1029.16        
129.50000    -8.50000     1.110           1029.16        
129.58333    -8.50000     0.000           1029.16        
129.58333    -8.50000     1.113           1029.16        
129.66667    -8.50000     0.000           1029.32        
129.66667    -8.50000     1.129           1029.32        
129.75000    -8.50000     0.000           1029.32        
129.75000    -8.50000     1.142           1029.32        
129.83333    -8.50000     0.000           1029.16        
129.83333    -8.50000     1.077           1029.16        
129.91667    -8.50000     0.000           1028.85        
129.91667    -8.50000     1.001           1028.85        
130.00000    -8.50000     0.000           1027.97        
130.00000    -8.50000     0.768           1027.97        
130.08333    -8.50000     0.000           1027.57        
130.08333    -8.50000     0.638           1027.57        
130.16667    -8.50000     0.000           1027.74        
130.16667    -8.50000     0.686           1027.74        
130.25000    -8.50000     0.000           1027.50        
130.25000    -8.50000     0.663           1027.50        
130.33333    -8.50000     0.000           1027.50        
130.33333    -8.50000     0.672           1027.50        
130.41667    -8.50000     0.000           1027.17        
130.41667    -8.50000     0.620           1027.17        
130.50000    -8.50000     0.000           1026.65        
130.50000    -8.50000     0.474           1026.65        
130.58333    -8.50000     0.000           1026.62        
130.58333    -8.50000     0.457           1026.62        
130.66667    -8.50000     0.000           1026.16        
130.66667    -8.50000     0.417           1026.16        
130.75000    -8.50000     0.000           1026.85        
130.75000    -8.50000     0.638           1026.85        
130.83333    -8.50000     0.000           1028.25        
130.83333    -8.50000     0.917           1028.25        
130.91667    -8.50000     0.000           1029.61        
130.91667    -8.50000     1.253           1029.61        
131.00000    -8.50000     0.000           1029.61        
131.00000    -8.50000     1.246           1029.61        
131.08333    -8.50000     0.000           1030.21        
131.08333    -8.50000     1.468           1030.21        
131.16667    -8.50000     0.000           1030.07        
131.16667    -8.50000     1.424           1030.07        
131.25000    -8.50000     0.000           1029.61        
131.25000    -8.50000     1.253           1029.61        
131.33333    -8.50000     0.000           1029.30        
131.33333    -8.50000     1.123           1029.30        
131.41667    -8.50000     0.000           1028.85        
131.41667    -8.50000     0.994           1028.85        
131.50000    -8.50000     0.000           1028.52        
131.50000    -8.50000     0.915           1028.52        
131.58333    -8.50000     0.000           1028.35        
131.58333    -8.50000     0.848           1028.35        
131.66667    -8.50000     0.000           1028.01        
131.66667    -8.50000     0.746           1028.01        
131.75000    -8.50000     0.000           1027.63        
131.75000    -8.50000     0.659           1027.63        
131.83333    -8.50000     0.000           1027.22        
131.83333    -8.50000     0.560           1027.22        
131.91667    -8.50000     0.000           1026.81        
131.91667    -8.50000     0.471           1026.81        
132.00000    -8.50000     0.000           1026.53        
132.00000    -8.50000     0.403           1026.53        
132.08333    -8.50000     0.000           1026.22        
132.08333    -8.50000     0.357           1026.22        
132.16667    -8.50000     0.000           1025.96        
132.16667    -8.50000     0.313           1025.96        
132.25000    -8.50000     0.000           1025.92        
132.25000    -8.50000     0.291           1025.92        
132.33333    -8.50000     0.000           1025.60        
132.33333    -8.50000     0.265           1025.60        
132.41667    -8.50000     0.000           1025.63        
132.41667    -8.50000     0.279           1025.63        
132.50000    -8.50000     0.000           1025.92        
132.50000    -8.50000     0.288           1025.92        
132.58333    -8.50000     0.000           1025.90        
132.58333    -8.50000     0.274           1025.90        
132.66667    -8.50000     0.000           1025.53        
132.66667    -8.50000     0.227           1025.53        
132.75000    -8.50000     0.000           1025.51        
132.75000    -8.50000     0.220           1025.51        
132.83333    -8.50000     0.000           1025.52        
132.83333    -8.50000     0.225           1025.52        
132.91667    -8.50000     0.000           1024.98        
132.91667    -8.50000     0.181           1024.98        
133.00000    -8.50000     0.000           1024.52        
133.00000    -8.50000     0.158           1024.52        
133.08333    -8.50000     0.000           1024.60        
133.08333    -8.50000     0.172           1024.60        
133.16667    -8.50000     0.000           1024.62        
133.16667    -8.50000     0.175           1024.62        
133.25000    -8.50000     0.000           1024.54        
133.25000    -8.50000     0.160           1024.54        
133.33333    -8.50000     0.000           1024.52        
133.33333    -8.50000     0.158           1024.52        
133.41667    -8.50000     0.000           1024.46        
133.41667    -8.50000     0.148           1024.46        
133.50000    -8.50000     0.000           1024.43        
133.50000    -8.50000     0.142           1024.43        
133.58333    -8.50000     0.000           1024.40        
133.58333    -8.50000     0.138           1024.40        
133.66667    -8.50000     0.000           1024.44        
133.66667    -8.50000     0.145           1024.44        
133.75000    -8.50000     0.000           1024.47        
133.75000    -8.50000     0.150           1024.47        
133.83333    -8.50000     0.000           1024.45        
133.83333    -8.50000     0.146           1024.45        
133.91667    -8.50000     0.000           1024.44        
133.91667    -8.50000     0.144           1024.44        
134.00000    -8.50000     0.000           1024.46        
134.00000    -8.50000     0.148           1024.46        
118.00000    -8.41667     0.000           1023.06        
118.00000    -8.41667     0.051           1023.06        
118.08333    -8.41667     0.000           1022.58        
118.08333    -8.41667     0.000           1022.58        
119.00000    -8.41667     0.000           1022.85        
119.00000    -8.41667     0.029           1022.85        
119.08333    -8.41667     0.000           1023.24        
119.08333    -8.41667     0.069           1023.24        
119.16667    -8.41667     0.000           1024.81        
119.16667    -8.41667     0.208           1024.81        
119.25000    -8.41667     0.000           1024.55        
119.25000    -8.41667     0.163           1024.55        
119.33333    -8.41667     0.000           1024.53        
119.33333    -8.41667     0.175           1024.53        
119.41667    -8.41667     0.000           1024.41        
119.41667    -8.41667     0.162           1024.41        
119.50000    -8.41667     0.000           1024.72        
119.50000    -8.41667     0.211           1024.72        
119.58333    -8.41667     0.000           1024.32        
119.58333    -8.41667     0.134           1024.32        
119.66667    -8.41667     0.000           1024.24        
119.66667    -8.41667     0.113           1024.24        
119.75000    -8.41667     0.000           1023.27        
119.75000    -8.41667     0.073           1023.27        
119.83333    -8.41667     0.000           1022.88        
119.83333    -8.41667     0.032           1022.88        
119.91667    -8.41667     0.000           1022.74        
119.91667    -8.41667     0.017           1022.74        
120.00000    -8.41667     0.000           1022.71        
120.00000    -8.41667     0.014           1022.71        
121.00000    -8.41667     0.000           1024.04        
121.00000    -8.41667     0.108           1024.04        
121.08333    -8.41667     0.000           1024.42        
121.08333    -8.41667     0.174           1024.42        
121.16667    -8.41667     0.000           1025.10        
121.16667    -8.41667     0.303           1025.10        
121.25000    -8.41667     0.000           1025.53        
121.25000    -8.41667     0.347           1025.53        
121.33333    -8.41667     0.000           1027.90        
121.33333    -8.41667     0.736           1027.90        
121.41667    -8.41667     0.000           1028.51        
121.41667    -8.41667     0.952           1028.51        
121.50000    -8.41667     0.000           1029.28        
121.50000    -8.41667     1.125           1029.28        
121.58333    -8.41667     0.000           1029.28        
121.58333    -8.41667     1.129           1029.28        
121.66667    -8.41667     0.000           1028.73        
121.66667    -8.41667     1.011           1028.73        
121.75000    -8.41667     0.000           1027.82        
121.75000    -8.41667     0.692           1027.82        
121.83333    -8.41667     0.000           1029.67        
121.83333    -8.41667     1.308           1029.67        
121.91667    -8.41667     0.000           1028.87        
121.91667    -8.41667     1.062           1028.87        
122.00000    -8.41667     0.000           1026.78        
122.00000    -8.41667     0.820           1026.78        
122.08333    -8.41667     0.000           1028.40        
122.08333    -8.41667     0.990           1028.40        
122.16667    -8.41667     0.000           1026.31        
122.16667    -8.41667     0.393           1026.31        
122.25000    -8.41667     0.000           1026.78        
122.25000    -8.41667     0.473           1026.78        
122.33333    -8.41667     0.000           1023.38        
122.33333    -8.41667     0.052           1023.38        
122.41667    -8.41667     0.000           1024.67        
122.41667    -8.41667     0.201           1024.67        
122.50000    -8.41667     0.000           1024.67        
122.50000    -8.41667     0.201           1024.67        
122.58333    -8.41667     0.000           1022.93        
122.58333    -8.41667     0.038           1022.93        
122.66667    -8.41667     0.000           1022.68        
122.66667    -8.41667     0.011           1022.68        
122.75000    -8.41667     0.000           1022.68        
122.75000    -8.41667     0.011           1022.68        
122.83333    -8.41667     0.000           1022.93        
122.83333    -8.41667     0.037           1022.93        
122.91667    -8.41667     0.000           1023.90        
122.91667    -8.41667     0.116           1023.90        
123.00000    -8.41667     0.000           1023.55        
123.00000    -8.41667     0.079           1023.55        
123.08333    -8.41667     0.000           1022.58        
123.08333    -8.41667     0.000           1022.58        
123.16667    -8.41667     0.000           1023.51        
123.16667    -8.41667     0.073           1023.51        
123.25000    -8.41667     0.000           1023.51        
123.25000    -8.41667     0.073           1023.51        
123.58333    -8.41667     0.000           1022.58        
123.58333    -8.41667     0.000           1022.58        
123.66667    -8.41667     0.000           1025.10        
123.66667    -8.41667     0.310           1025.10        
123.75000    -8.41667     0.000           1024.70        
123.75000    -8.41667     0.209           1024.70        
123.83333    -8.41667     0.000           1026.18        
123.83333    -8.41667     0.332           1026.18        
123.91667    -8.41667     0.000           1025.92        
123.91667    -8.41667     0.293           1025.92        
124.00000    -8.41667     0.000           1024.42        
124.00000    -8.41667     0.167           1024.42        
124.08333    -8.41667     0.000           1022.58        
124.08333    -8.41667     0.000           1022.58        
124.25000    -8.41667     0.000           1023.50        
124.25000    -8.41667     0.072           1023.50        
124.33333    -8.41667     0.000           1024.43        
124.33333    -8.41667     0.143           1024.43        
124.41667    -8.41667     0.000           1023.52        
124.41667    -8.41667     0.075           1023.52        
124.50000    -8.41667     0.000           1024.42        
124.50000    -8.41667     0.171           1024.42        
124.58333    -8.41667     0.000           1026.10        
124.58333    -8.41667     0.618           1026.10        
124.66667    -8.41667     0.000           1026.10        
124.66667    -8.41667     0.618           1026.10        
124.75000    -8.41667     0.000           1026.95        
124.75000    -8.41667     0.934           1026.95        
124.83333    -8.41667     0.000           1027.88        
124.83333    -8.41667     1.280           1027.88        
124.91667    -8.41667     0.000           1030.22        
124.91667    -8.41667     1.578           1030.22        
125.00000    -8.41667     0.000           1030.59        
125.00000    -8.41667     1.675           1030.59        
125.08333    -8.41667     0.000           1030.97        
125.08333    -8.41667     1.818           1030.97        
125.16667    -8.41667     0.000           1032.88        
125.16667    -8.41667     1.209           1032.88        
125.16667    -8.41667     2.419           1032.88        
125.25000    -8.41667     0.000           1033.29        
125.25000    -8.41667     1.323           1033.29        
125.25000    -8.41667     2.647           1033.29        
125.33333    -8.41667     0.000           1032.91        
125.33333    -8.41667     1.235           1032.91        
125.33333    -8.41667     2.471           1032.91        
125.41667    -8.41667     0.000           1032.64        
125.41667    -8.41667     1.186           1032.64        
125.41667    -8.41667     2.373           1032.64        
125.50000    -8.41667     0.000           1031.20        
125.50000    -8.41667     1.849           1031.20        
125.58333    -8.41667     0.000           1030.64        
125.58333    -8.41667     1.607           1030.64        
125.66667    -8.41667     0.000           1032.84        
125.66667    -8.41667     1.212           1032.84        
125.66667    -8.41667     2.423           1032.84        
125.75000    -8.41667     0.000           1032.70        
125.75000    -8.41667     1.184           1032.70        
125.75000    -8.41667     2.368           1032.70        
125.83333    -8.41667     0.000           1032.45        
125.83333    -8.41667     1.149           1032.45        
125.83333    -8.41667     2.298           1032.45        
125.91667    -8.41667     0.000           1031.35        
125.91667    -8.41667     1.946           1031.35        
126.00000    -8.41667     0.000           1031.54        
126.00000    -8.41667     1.014           1031.54        
126.00000    -8.41667     2.028           1031.54        
126.08333    -8.41667     0.000           1031.11        
126.08333    -8.41667     1.866           1031.11        
126.16667    -8.41667     0.000           1030.41        
126.16667    -8.41667     1.594           1030.41        
126.25000    -8.41667     0.000           1028.62        
126.25000    -8.41667     0.927           1028.62        
126.33333    -8.41667     0.000           1026.10        
126.33333    -8.41667     0.620           1026.10        
126.41667    -8.41667     0.000           1025.64        
126.41667    -8.41667     0.494           1025.64        
126.50000    -8.41667     0.000           1025.99        
126.50000    -8.41667     0.531           1025.99        
126.58333    -8.41667     0.000           1025.82        
126.58333    -8.41667     0.453           1025.82        
126.66667    -8.41667     0.000           1025.46        
126.66667    -8.41667     0.416           1025.46        
126.75000    -8.41667     0.000           1024.05        
126.75000    -8.41667     0.115           1024.05        
126.83333    -8.41667     0.000           1022.81        
126.83333    -8.41667     0.025           1022.81        
126.91667    -8.41667     0.000           1022.81        
126.91667    -8.41667     0.025           1022.81        
127.25000    -8.41667     0.000           1023.39        
127.25000    -8.41667     0.054           1023.39        
127.33333    -8.41667     0.000           1025.92        
127.33333    -8.41667     0.293           1025.92        
127.41667    -8.41667     0.000           1027.47        
127.41667    -8.41667     0.648           1027.47        
127.50000    -8.41667     0.000           1028.79        
127.50000    -8.41667     1.010           1028.79        
127.58333    -8.41667     0.000           1030.35        
127.58333    -8.41667     1.495           1030.35        
127.66667    -8.41667     0.000           1030.64        
127.66667    -8.41667     1.596           1030.64        
127.75000    -8.41667     0.000           1030.78        
127.75000    -8.41667     1.667           1030.78        
127.83333    -8.41667     0.000           1031.60        
127.83333    -8.41667     1.958           1031.60        
127.91667    -8.41667     0.000           1031.87        
127.91667    -8.41667     1.027           1031.87        
127.91667    -8.41667     2.055           1031.87        
128.00000    -8.41667     0.000           1031.74        
128.00000    -8.41667     1.010           1031.74        
128.00000    -8.41667     2.019           1031.74        
128.08333    -8.41667     0.000           1031.46        
128.08333    -8.41667     1.901           1031.46        
128.16667    -8.41667     0.000           1031.19        
128.16667    -8.41667     1.811           1031.19        
128.25000    -8.41667     0.000           1031.33        
128.25000    -8.41667     1.866           1031.33        
128.33333    -8.41667     0.000           1030.91        
128.33333    -8.41667     1.703           1030.91        
128.41667    -8.41667     0.000           1031.05        
128.41667    -8.41667     1.763           1031.05        
128.50000    -8.41667     0.000           1030.17        
128.50000    -8.41667     1.462           1030.17        
128.58333    -8.41667     0.000           1029.47        
128.58333    -8.41667     1.209           1029.47        
128.66667    -8.41667     0.000           1030.20        
128.66667    -8.41667     1.431           1030.20        
128.75000    -8.41667     0.000           1029.46        
128.75000    -8.41667     1.167           1029.46        
128.83333    -8.41667     0.000           1029.75        
128.83333    -8.41667     1.310           1029.75        
128.91667    -8.41667     0.000           1029.77        
128.91667    -8.41667     1.318           1029.77        
129.00000    -8.41667     0.000           1029.31        
129.00000    -8.41667     1.138           1029.31        
129.08333    -8.41667     0.000           1028.69        
129.08333    -8.41667     0.966           1028.69        
129.16667    -8.41667     0.000           1028.69        
129.16667    -8.41667     0.964           1028.69        
129.25000    -8.41667     0.000           1029.32        
129.25000    -8.41667     1.133           1029.32        
129.33333    -8.41667     0.000           1029.76        
129.33333    -8.41667     1.266           1029.76        
129.41667    -8.41667     0.000           1029.63        
129.41667    -8.41667     1.267           1029.63        
129.50000    -8.41667     0.000           1029.47        
129.50000    -8.41667     1.194           1029.47        
129.58333    -8.41667     0.000           1029.47        
129.58333    -8.41667     1.199           1029.47        
129.66667    -8.41667     0.000           1029.32        
129.66667    -8.41667     1.168           1029.32        
129.75000    -8.41667     0.000           1029.33        
129.75000    -8.41667     1.171           1029.33        
129.83333    -8.41667     0.000           1029.17        
129.83333    -8.41667     1.106           1029.17        
129.91667    -8.41667     0.000           1028.84        
129.91667    -8.41667     1.001           1028.84        
130.00000    -8.41667     0.000           1028.37        
130.00000    -8.41667     0.878           1028.37        
130.08333    -8.41667     0.000           1027.58        
130.08333    -8.41667     0.667           1027.58        
130.16667    -8.41667     0.000           1026.80        
130.16667    -8.41667     0.459           1026.80        
130.25000    -8.41667     0.000           1025.98        
130.25000    -8.41667     0.345           1025.98        
130.33333    -8.41667     0.000           1026.30        
130.33333    -8.41667     0.385           1026.30        
130.41667    -8.41667     0.000           1026.25        
130.41667    -8.41667     0.328           1026.25        
130.50000    -8.41667     0.000           1025.93        
130.50000    -8.41667     0.294           1025.93        
130.58333    -8.41667     0.000           1024.32        
130.58333    -8.41667     0.157           1024.32        
130.66667    -8.41667     0.000           1023.85        
130.66667    -8.41667     0.117           1023.85        
130.75000    -8.41667     0.000           1023.86        
130.75000    -8.41667     0.117           1023.86        
130.83333    -8.41667     0.000           1025.53        
130.83333    -8.41667     0.407           1025.53        
130.91667    -8.41667     0.000           1026.77        
130.91667    -8.41667     0.496           1026.77        
131.00000    -8.41667     0.000           1027.72        
131.00000    -8.41667     0.769           1027.72        
131.08333    -8.41667     0.000           1029.46        
131.08333    -8.41667     1.187           1029.46        
131.16667    -8.41667     0.000           1029.61        
131.16667    -8.41667     1.264           1029.61        
131.25000    -8.41667     0.000           1030.21        
131.25000    -8.41667     1.474           1030.21        
131.33333    -8.41667     0.000           1029.77        
131.33333    -8.41667     1.312           1029.77        
131.41667    -8.41667     0.000           1029.47        
131.41667    -8.41667     1.202           1029.47        
131.50000    -8.41667     0.000           1029.16        
131.50000    -8.41667     1.082           1029.16        
131.58333    -8.41667     0.000           1028.69        
131.58333    -8.41667     0.955           1028.69        
131.66667    -8.41667     0.000           1028.35        
131.66667    -8.41667     0.853           1028.35        
131.75000    -8.41667     0.000           1028.00        
131.75000    -8.41667     0.732           1028.00        
131.83333    -8.41667     0.000           1027.63        
131.83333    -8.41667     0.655           1027.63        
131.91667    -8.41667     0.000           1027.23        
131.91667    -8.41667     0.570           1027.23        
132.00000    -8.41667     0.000           1027.03        
132.00000    -8.41667     0.523           1027.03        
132.08333    -8.41667     0.000           1026.77        
132.08333    -8.41667     0.468           1026.77        
132.16667    -8.41667     0.000           1026.56        
132.16667    -8.41667     0.435           1026.56        
132.25000    -8.41667     0.000           1026.53        
132.25000    -8.41667     0.389           1026.53        
132.33333    -8.41667     0.000           1026.27        
132.33333    -8.41667     0.353           1026.27        
132.41667    -8.41667     0.000           1026.29        
132.41667    -8.41667     0.366           1026.29        
132.50000    -8.41667     0.000           1026.29        
132.50000    -8.41667     0.366           1026.29        
132.58333    -8.41667     0.000           1025.94        
132.58333    -8.41667     0.321           1025.94        
132.66667    -8.41667     0.000           1025.60        
132.66667    -8.41667     0.264           1025.60        
132.75000    -8.41667     0.000           1025.53        
132.75000    -8.41667     0.230           1025.53        
132.83333    -8.41667     0.000           1025.54        
132.83333    -8.41667     0.233           1025.54        
132.91667    -8.41667     0.000           1025.11        
132.91667    -8.41667     0.203           1025.11        
133.00000    -8.41667     0.000           1024.65        
133.00000    -8.41667     0.181           1024.65        
133.08333    -8.41667     0.000           1024.59        
133.08333    -8.41667     0.170           1024.59        
133.16667    -8.41667     0.000           1024.54        
133.16667    -8.41667     0.161           1024.54        
133.25000    -8.41667     0.000           1024.40        
133.25000    -8.41667     0.138           1024.40        
133.33333    -8.41667     0.000           1024.39        
133.33333    -8.41667     0.137           1024.39        
133.41667    -8.41667     0.000           1024.36        
133.41667    -8.41667     0.132           1024.36        
133.50000    -8.41667     0.000           1024.36        
133.50000    -8.41667     0.131           1024.36        
133.58333    -8.41667     0.000           1024.37        
133.58333    -8.41667     0.133           1024.37        
133.66667    -8.41667     0.000           1024.46        
133.66667    -8.41667     0.149           1024.46        
133.75000    -8.41667     0.000           1024.46        
133.75000    -8.41667     0.148           1024.46        
133.83333    -8.41667     0.000           1024.44        
133.83333    -8.41667     0.145           1024.44        
133.91667    -8.41667     0.000           1024.39        
133.91667    -8.41667     0.137           1024.39        
134.00000    -8.41667     0.000           1024.39        
134.00000    -8.41667     0.136           1024.39        
118.16667    -8.33333     0.000           1023.03        
118.16667    -8.33333     0.047           1023.03        
118.25000    -8.33333     0.000           1023.03        
118.25000    -8.33333     0.047           1023.03        
118.33333    -8.33333     0.000           1025.10        
118.33333    -8.33333     0.318           1025.10        
118.41667    -8.33333     0.000           1022.57        
118.41667    -8.33333     0.000           1022.57        
118.58333    -8.33333     0.000           1022.98        
118.58333    -8.33333     0.042           1022.98        
118.66667    -8.33333     0.000           1025.29        
118.66667    -8.33333     0.362           1025.29        
118.75000    -8.33333     0.000           1024.03        
118.75000    -8.33333     0.104           1024.03        
118.83333    -8.33333     0.000           1024.03        
118.83333    -8.33333     0.104           1024.03        
118.91667    -8.33333     0.000           1024.08        
118.91667    -8.33333     0.126           1024.08        
119.00000    -8.33333     0.000           1024.35        
119.00000    -8.33333     0.154           1024.35        
119.08333    -8.33333     0.000           1025.90        
119.08333    -8.33333     0.504           1025.90        
119.16667    -8.33333     0.000           1027.47        
119.16667    -8.33333     0.643           1027.47        
119.25000    -8.33333     0.000           1028.08        
119.25000    -8.33333     0.820           1028.08        
119.33333    -8.33333     0.000           1028.08        
119.33333    -8.33333     0.815           1028.08        
119.41667    -8.33333     0.000           1027.47        
119.41667    -8.33333     0.653           1027.47        
119.50000    -8.33333     0.000           1027.18        
119.50000    -8.33333     0.640           1027.18        
119.58333    -8.33333     0.000           1026.66        
119.58333    -8.33333     0.491           1026.66        
119.66667    -8.33333     0.000           1025.96        
119.66667    -8.33333     0.400           1025.96        
119.75000    -8.33333     0.000           1024.98        
119.75000    -8.33333     0.243           1024.98        
119.83333    -8.33333     0.000           1025.59        
119.83333    -8.33333     0.386           1025.59        
119.91667    -8.33333     0.000           1025.96        
119.91667    -8.33333     0.561           1025.96        
120.00000    -8.33333     0.000           1025.76        
120.00000    -8.33333     0.474           1025.76        
120.08333    -8.33333     0.000           1025.63        
120.08333    -8.33333     0.460           1025.63        
120.16667    -8.33333     0.000           1024.41        
120.16667    -8.33333     0.165           1024.41        
120.25000    -8.33333     0.000           1024.41        
120.25000    -8.33333     0.165           1024.41        
120.50000    -8.33333     0.000           1022.77        
120.50000    -8.33333     0.021           1022.77        
120.58333    -8.33333     0.000           1022.57        
120.58333    -8.33333     0.000           1022.57        
120.66667    -8.33333     0.000           1022.57        
120.66667    -8.33333     0.000           1022.57        
120.75000    -8.33333     0.000           1025.12        
120.75000    -8.33333     0.348           1025.12        
120.83333    -8.33333     0.000           1025.63        
120.83333    -8.33333     0.470           1025.63        
120.91667    -8.33333     0.000           1025.95        
120.91667    -8.33333     0.581           1025.95        
121.00000    -8.33333     0.000           1026.25        
121.00000    -8.33333     0.697           1026.25        
121.08333    -8.33333     0.000           1028.10        
121.08333    -8.33333     0.871           1028.10        
121.16667    -8.33333     0.000           1028.38        
121.16667    -8.33333     0.947           1028.38        
121.25000    -8.33333     0.000           1029.75        
121.25000    -8.33333     1.281           1029.75        
121.33333    -8.33333     0.000           1030.35        
121.33333    -8.33333     1.529           1030.35        
121.41667    -8.33333     0.000           1031.29        
121.41667    -8.33333     1.859           1031.29        
121.50000    -8.33333     0.000           1030.63        
121.50000    -8.33333     1.583           1030.63        
121.58333    -8.33333     0.000           1030.63        
121.58333    -8.33333     1.586           1030.63        
121.66667    -8.33333     0.000           1028.52        
121.66667    -8.33333     0.976           1028.52        
121.75000    -8.33333     0.000           1029.07        
121.75000    -8.33333     1.100           1029.07        
121.83333    -8.33333     0.000           1030.21        
121.83333    -8.33333     1.461           1030.21        
121.91667    -8.33333     0.000           1031.86        
121.91667    -8.33333     1.018           1031.86        
121.91667    -8.33333     2.036           1031.86        
122.00000    -8.33333     0.000           1031.45        
122.00000    -8.33333     1.900           1031.45        
122.08333    -8.33333     0.000           1031.30        
122.08333    -8.33333     1.880           1031.30        
122.16667    -8.33333     0.000           1028.68        
122.16667    -8.33333     1.084           1028.68        
122.25000    -8.33333     0.000           1027.81        
122.25000    -8.33333     0.750           1027.81        
122.33333    -8.33333     0.000           1027.81        
122.33333    -8.33333     0.746           1027.81        
122.41667    -8.33333     0.000           1028.77        
122.41667    -8.33333     1.040           1028.77        
122.50000    -8.33333     0.000           1027.21        
122.50000    -8.33333     0.530           1027.21        
122.58333    -8.33333     0.000           1025.46        
122.58333    -8.33333     0.341           1025.46        
122.66667    -8.33333     0.000           1025.21        
