longitude	latitude	depth
125.70833	-3.04167	3314.65430
125.79167	-3.04167	3426.73975
125.87500	-3.04167	3522.98682
125.95833	-3.04167	3325.48853
126.04167	-3.04167	1905.84570
126.12500	-3.04167	1096.30151
126.20833	-3.04167	1903.44495
126.29167	-3.04167	1811.52075
126.37500	-3.04167	1414.76917
126.45833	-3.04167	945.24976
126.54167	-3.04167	367.06613
126.62500	-3.04167	224.74330
126.70833	-3.04167	244.18501
126.79167	-3.04167	346.98044
126.87500	-3.04167	463.74399
126.95833	-3.04167	736.67078
127.04167	-3.04167	941.89392
127.12500	-3.04167	897.11743
127.20833	-3.04167	1595.29211
127.29167	-3.04167	1913.23206
127.37500	-3.04167	1207.68298
127.45833	-3.04167	756.42047
127.54167	-3.04167	1297.50049
127.62500	-3.04167	1478.48706
127.70833	-3.04167	1570.21582
127.79167	-3.04167	623.65228
127.87500	-3.04167	32.89445
127.95833	-3.04167	57.10872
128.04167	-3.04167	14.71416
128.12500	-3.04167	0.00000
128.20833	-3.04167	0.00000
128.29167	-3.04167	0.00000
128.37500	-3.04167	0.00000
128.45833	-3.04167	0.00000
128.54167	-3.04167	0.00000
128.62500	-3.04167	0.00000
128.70833	-3.04167	0.00000
128.79167	-3.04167	0.00000
128.87500	-3.04167	0.00000
128.95833	-3.04167	0.00000
129.04167	-3.04167	0.00000
129.12500	-3.04167	0.00000
129.20833	-3.04167	0.00000
129.29167	-3.04167	0.00000
129.37500	-3.04167	0.00000
129.45833	-3.04167	0.00000
129.54167	-3.04167	0.00000
129.62500	-3.04167	0.00000
129.70833	-3.04167	0.00000
129.79167	-3.04167	0.00000
129.87500	-3.04167	0.00000
129.95833	-3.04167	0.00000
130.04167	-3.04167	0.00000
130.12500	-3.04167	0.00000
130.20833	-3.04167	0.00000
130.29167	-3.04167	0.00000
130.37500	-3.04167	0.00000
130.45833	-3.04167	75.25032
130.54167	-3.04167	296.26334
130.62500	-3.04167	487.58749
130.70833	-3.04167	737.01074
130.79167	-3.04167	871.75421
130.87500	-3.04167	592.38208
130.95833	-3.04167	473.09857
131.04167	-3.04167	739.14313
131.12500	-3.04167	1051.56421
131.20833	-3.04167	1216.62549
131.29167	-3.04167	1298.94409
131.37500	-3.04167	1513.48694
131.45833	-3.04167	1480.24304
131.54167	-3.04167	1481.88147
131.62500	-3.04167	1267.53760
131.70833	-3.04167	640.69177
131.79167	-3.04167	193.87267
131.87500	-3.04167	105.65605
131.95833	-3.04167	90.00583
132.04167	-3.04167	93.54331
132.12500	-3.04167	136.31192
132.20833	-3.04167	105.35668
132.29167	-3.04167	76.65856
132.37500	-3.04167	66.89625
132.45833	-3.04167	0.00000
132.54167	-3.04167	0.00000
132.62500	-3.04167	0.00000
132.70833	-3.04167	0.00000
132.79167	-3.04167	0.00000
132.87500	-3.04167	0.00000
132.95833	-3.04167	0.00000
133.04167	-3.04167	0.00000
133.12500	-3.04167	0.00000
133.20833	-3.04167	0.00000
133.29167	-3.04167	0.00000
133.37500	-3.04167	0.00000
133.45833	-3.04167	0.00000
133.54167	-3.04167	0.00000
133.62500	-3.04167	0.00000
133.70833	-3.04167	0.00000
133.79167	-3.04167	0.00000
133.87500	-3.04167	0.00000
133.95833	-3.04167	0.00000
118.04167	-3.12500	74.85812
118.12500	-3.12500	38.95510
118.20833	-3.12500	64.17652
118.29167	-3.12500	97.01543
118.37500	-3.12500	156.37222
118.45833	-3.12500	1449.42114
118.54167	-3.12500	2142.15112
118.62500	-3.12500	1885.60229
118.70833	-3.12500	1367.66956
118.79167	-3.12500	68.72742
118.87500	-3.12500	0.00000
118.95833	-3.12500	0.00000
119.04167	-3.12500	0.00000
119.12500	-3.12500	0.00000
119.20833	-3.12500	0.00000
119.29167	-3.12500	0.00000
119.37500	-3.12500	0.00000
119.45833	-3.12500	0.00000
119.54167	-3.12500	0.00000
119.62500	-3.12500	0.00000
119.70833	-3.12500	0.00000
119.79167	-3.12500	0.00000
119.87500	-3.12500	0.00000
119.95833	-3.12500	0.00000
120.04167	-3.12500	0.00000
120.12500	-3.12500	0.00000
120.20833	-3.12500	0.00000
120.29167	-3.12500	18.04670
120.37500	-3.12500	45.06616
120.45833	-3.12500	52.71090
120.54167	-3.12500	67.90110
120.62500	-3.12500	154.88759
120.70833	-3.12500	215.92506
120.79167	-3.12500	148.56540
120.87500	-3.12500	93.57166
120.95833	-3.12500	59.72759
121.04167	-3.12500	14.22999
121.12500	-3.12500	0.00000
121.20833	-3.12500	0.00000
121.29167	-3.12500	0.00000
121.37500	-3.12500	0.00000
121.45833	-3.12500	0.00000
121.54167	-3.12500	0.00000
121.62500	-3.12500	0.00000
121.70833	-3.12500	0.00000
121.79167	-3.12500	0.00000
121.87500	-3.12500	0.00000
121.95833	-3.12500	0.00000
122.04167	-3.12500	0.00000
122.12500	-3.12500	0.00000
122.20833	-3.12500	0.00000
122.29167	-3.12500	0.00000
122.37500	-3.12500	0.00000
122.45833	-3.12500	11.17827
122.54167	-3.12500	12.21593
122.62500	-3.12500	31.02853
122.70833	-3.12500	391.39764
122.79167	-3.12500	722.83942
122.87500	-3.12500	1194.66785
122.95833	-3.12500	1816.59155
123.04167	-3.12500	2271.93042
123.12500	-3.12500	2905.87012
123.20833	-3.12500	2958.25635
123.29167	-3.12500	2625.07690
123.37500	-3.12500	3091.83130
123.45833	-3.12500	3857.36670
123.54167	-3.12500	3727.42188
123.62500	-3.12500	3790.06519
123.70833	-3.12500	4520.68506
123.79167	-3.12500	5167.49023
123.87500	-3.12500	5049.67236
123.95833	-3.12500	4831.42041
124.04167	-3.12500	4691.60303
124.12500	-3.12500	4647.66895
124.20833	-3.12500	4685.04541
124.29167	-3.12500	4485.17041
124.37500	-3.12500	4192.51855
124.45833	-3.12500	4326.63623
124.54167	-3.12500	4825.96240
124.62500	-3.12500	4474.54736
124.70833	-3.12500	4547.14844
124.79167	-3.12500	4759.55518
124.87500	-3.12500	5041.07812
124.95833	-3.12500	4934.02051
125.04167	-3.12500	5511.64307
125.12500	-3.12500	5480.48193
125.20833	-3.12500	5333.05957
125.29167	-3.12500	5284.83887
125.37500	-3.12500	5233.55420
125.45833	-3.12500	5232.27539
125.54167	-3.12500	4971.03369
125.62500	-3.12500	3764.49097
125.70833	-3.12500	3651.56299
125.79167	-3.12500	3662.53955
125.87500	-3.12500	3451.11572
125.95833	-3.12500	2413.78735
126.04167	-3.12500	681.77911
126.12500	-3.12500	226.09351
126.20833	-3.12500	540.18915
126.29167	-3.12500	0.00000
126.37500	-3.12500	0.00000
126.45833	-3.12500	0.00000
126.54167	-3.12500	0.00000
126.62500	-3.12500	0.00000
126.70833	-3.12500	0.00000
126.79167	-3.12500	0.00000
126.87500	-3.12500	0.00000
126.95833	-3.12500	122.79633
127.04167	-3.12500	253.05817
127.12500	-3.12500	431.15707
127.20833	-3.12500	1006.60651
127.29167	-3.12500	1290.83142
127.37500	-3.12500	837.47345
127.45833	-3.12500	496.19705
127.54167	-3.12500	1170.37219
127.62500	-3.12500	1365.99707
127.70833	-3.12500	1039.05164
127.79167	-3.12500	406.64801
127.87500	-3.12500	123.40179
127.95833	-3.12500	0.00000
128.04167	-3.12500	0.00000
128.12500	-3.12500	31.90204
128.20833	-3.12500	0.00000
128.29167	-3.12500	0.00000
128.37500	-3.12500	0.00000
128.45833	-3.12500	0.00000
128.54167	-3.12500	0.00000
128.62500	-3.12500	0.00000
128.70833	-3.12500	0.00000
128.79167	-3.12500	0.00000
128.87500	-3.12500	0.00000
128.95833	-3.12500	0.00000
129.04167	-3.12500	0.00000
129.12500	-3.12500	0.00000
129.20833	-3.12500	0.00000
129.29167	-3.12500	0.00000
129.37500	-3.12500	0.00000
129.45833	-3.12500	0.00000
129.54167	-3.12500	0.00000
129.62500	-3.12500	0.00000
129.70833	-3.12500	0.00000
129.79167	-3.12500	0.00000
129.87500	-3.12500	0.00000
129.95833	-3.12500	0.00000
130.04167	-3.12500	0.00000
130.12500	-3.12500	0.00000
130.20833	-3.12500	0.00000
130.29167	-3.12500	0.00000
130.37500	-3.12500	0.00000
130.45833	-3.12500	0.00000
130.54167	-3.12500	4.26424
130.62500	-3.12500	200.47079
130.70833	-3.12500	613.01154
130.79167	-3.12500	795.24390
130.87500	-3.12500	860.13336
130.95833	-3.12500	742.36450
131.04167	-3.12500	642.74957
131.12500	-3.12500	799.56805
131.20833	-3.12500	907.46130
131.29167	-3.12500	543.69403
131.37500	-3.12500	811.15625
131.45833	-3.12500	1393.59570
131.54167	-3.12500	1469.30811
131.62500	-3.12500	1411.04565
131.70833	-3.12500	1255.29785
131.79167	-3.12500	1006.60657
131.87500	-3.12500	607.08069
131.95833	-3.12500	220.90775
132.04167	-3.12500	263.17520
132.12500	-3.12500	481.83435
132.20833	-3.12500	322.07788
132.29167	-3.12500	187.00858
132.37500	-3.12500	111.28688
132.45833	-3.12500	7.55327
132.54167	-3.12500	0.00000
132.62500	-3.12500	0.00000
132.70833	-3.12500	0.00000
132.79167	-3.12500	0.00000
132.87500	-3.12500	0.00000
132.95833	-3.12500	0.00000
133.04167	-3.12500	0.00000
133.12500	-3.12500	0.00000
133.20833	-3.12500	0.00000
133.29167	-3.12500	0.00000
133.37500	-3.12500	0.00000
133.45833	-3.12500	0.00000
133.54167	-3.12500	0.00000
133.62500	-3.12500	0.00000
133.70833	-3.12500	46.14208
133.79167	-3.12500	0.00000
133.87500	-3.12500	0.00000
133.95833	-3.12500	0.00000
118.04167	-3.20833	55.81130
118.12500	-3.20833	48.37294
118.20833	-3.20833	41.06846
118.29167	-3.20833	61.16524
118.37500	-3.20833	581.63062
118.45833	-3.20833	1709.76611
118.54167	-3.20833	2072.09888
118.62500	-3.20833	2029.08704
118.70833	-3.20833	1748.13611
118.79167	-3.20833	639.66699
118.87500	-3.20833	0.00000
118.95833	-3.20833	0.00000
119.04167	-3.20833	0.00000
119.12500	-3.20833	0.00000
119.20833	-3.20833	0.00000
119.29167	-3.20833	0.00000
119.37500	-3.20833	0.00000
119.45833	-3.20833	0.00000
119.54167	-3.20833	0.00000
119.62500	-3.20833	0.00000
119.70833	-3.20833	0.00000
119.79167	-3.20833	0.00000
119.87500	-3.20833	0.00000
119.95833	-3.20833	0.00000
120.04167	-3.20833	0.00000
120.12500	-3.20833	0.00000
120.20833	-3.20833	0.00000
120.29167	-3.20833	0.00000
120.37500	-3.20833	14.75518
120.45833	-3.20833	57.84682
120.54167	-3.20833	173.37100
120.62500	-3.20833	591.36438
120.70833	-3.20833	722.00433
120.79167	-3.20833	749.34570
120.87500	-3.20833	533.55029
120.95833	-3.20833	89.29919
121.04167	-3.20833	0.00000
121.12500	-3.20833	0.00000
121.20833	-3.20833	0.00000
121.29167	-3.20833	0.00000
121.37500	-3.20833	0.00000
121.45833	-3.20833	0.00000
121.54167	-3.20833	0.00000
121.62500	-3.20833	0.00000
121.70833	-3.20833	0.00000
121.79167	-3.20833	0.00000
121.87500	-3.20833	0.00000
121.95833	-3.20833	0.00000
122.04167	-3.20833	0.00000
122.12500	-3.20833	0.00000
122.20833	-3.20833	0.00000
122.29167	-3.20833	0.00000
122.37500	-3.20833	0.00000
122.45833	-3.20833	0.00000
122.54167	-3.20833	36.59929
122.62500	-3.20833	48.83733
122.70833	-3.20833	377.17996
122.79167	-3.20833	552.05945
122.87500	-3.20833	750.49359
122.95833	-3.20833	1208.56860
123.04167	-3.20833	1572.36731
123.12500	-3.20833	2361.11060
123.20833	-3.20833	2601.95996
123.29167	-3.20833	2568.01685
123.37500	-3.20833	3322.13110
123.45833	-3.20833	4070.73291
123.54167	-3.20833	3684.72681
123.62500	-3.20833	3505.35449
123.70833	-3.20833	4620.76367
123.79167	-3.20833	4940.83350
123.87500	-3.20833	4991.22314
123.95833	-3.20833	4843.45459
124.04167	-3.20833	4818.06738
124.12500	-3.20833	4677.91455
124.20833	-3.20833	4704.82520
124.29167	-3.20833	4640.65625
124.37500	-3.20833	4607.97168
124.45833	-3.20833	4311.08447
124.54167	-3.20833	4485.58789
124.62500	-3.20833	4401.67041
124.70833	-3.20833	4574.48828
124.79167	-3.20833	4693.03125
124.87500	-3.20833	4874.10010
124.95833	-3.20833	4908.03711
125.04167	-3.20833	5322.86719
125.12500	-3.20833	5280.73047
125.20833	-3.20833	5237.44434
125.29167	-3.20833	5385.51611
125.37500	-3.20833	5367.37549
125.45833	-3.20833	5324.50977
125.54167	-3.20833	5245.29541
125.62500	-3.20833	4839.72559
125.70833	-3.20833	3883.72485
125.79167	-3.20833	3212.62524
125.87500	-3.20833	2901.32544
125.95833	-3.20833	1315.43176
126.04167	-3.20833	0.00000
126.12500	-3.20833	0.00000
126.20833	-3.20833	0.00000
126.29167	-3.20833	0.00000
126.37500	-3.20833	0.00000
126.45833	-3.20833	0.00000
126.54167	-3.20833	0.00000
126.62500	-3.20833	0.00000
126.70833	-3.20833	0.00000
126.79167	-3.20833	0.00000
126.87500	-3.20833	0.00000
126.95833	-3.20833	0.00000
127.04167	-3.20833	0.00000
127.12500	-3.20833	279.78711
127.20833	-3.20833	798.33466
127.29167	-3.20833	1108.64648
127.37500	-3.20833	1245.16687
127.45833	-3.20833	808.37103
127.54167	-3.20833	562.94391
127.62500	-3.20833	627.29156
127.70833	-3.20833	0.00000
127.79167	-3.20833	0.00000
127.87500	-3.20833	0.00000
127.95833	-3.20833	0.00000
128.04167	-3.20833	0.00000
128.12500	-3.20833	32.50734
128.20833	-3.20833	0.00000
128.29167	-3.20833	0.00000
128.37500	-3.20833	0.00000
128.45833	-3.20833	0.00000
128.54167	-3.20833	0.00000
128.62500	-3.20833	0.00000
128.70833	-3.20833	0.00000
128.79167	-3.20833	0.00000
128.87500	-3.20833	53.89369
128.95833	-3.20833	5.15374
129.04167	-3.20833	0.00000
129.12500	-3.20833	0.00000
129.20833	-3.20833	0.00000
129.29167	-3.20833	0.00000
129.37500	-3.20833	0.00000
129.45833	-3.20833	0.00000
129.54167	-3.20833	0.00000
129.62500	-3.20833	0.00000
129.70833	-3.20833	0.00000
129.79167	-3.20833	0.00000
129.87500	-3.20833	0.00000
129.95833	-3.20833	0.00000
130.04167	-3.20833	0.00000
130.12500	-3.20833	0.00000
130.20833	-3.20833	0.00000
130.29167	-3.20833	0.00000
130.37500	-3.20833	0.00000
130.45833	-3.20833	0.00000
130.54167	-3.20833	0.00000
130.62500	-3.20833	59.64494
130.70833	-3.20833	415.13843
130.79167	-3.20833	613.34448
130.87500	-3.20833	914.84491
130.95833	-3.20833	983.30927
131.04167	-3.20833	916.36743
131.12500	-3.20833	868.30939
131.20833	-3.20833	900.70953
131.29167	-3.20833	518.55707
131.37500	-3.20833	638.53864
131.45833	-3.20833	1315.80518
131.54167	-3.20833	1360.55872
131.62500	-3.20833	1291.94080
131.70833	-3.20833	1355.07349
131.79167	-3.20833	1453.24475
131.87500	-3.20833	1308.64014
131.95833	-3.20833	1059.37891
132.04167	-3.20833	1042.23071
132.12500	-3.20833	945.23694
132.20833	-3.20833	755.25134
132.29167	-3.20833	563.72009
132.37500	-3.20833	233.08102
132.45833	-3.20833	81.83878
132.54167	-3.20833	66.92142
132.62500	-3.20833	0.00000
132.70833	-3.20833	0.00000
132.79167	-3.20833	0.00000
132.87500	-3.20833	0.00000
132.95833	-3.20833	0.00000
133.04167	-3.20833	0.00000
133.12500	-3.20833	0.00000
133.20833	-3.20833	0.00000
133.29167	-3.20833	0.00000
133.37500	-3.20833	0.00000
133.45833	-3.20833	0.00000
133.54167	-3.20833	0.00000
133.62500	-3.20833	0.00000
133.70833	-3.20833	0.00000
133.79167	-3.20833	0.00000
133.87500	-3.20833	0.00000
133.95833	-3.20833	0.00000
118.04167	-3.29167	63.95489
118.12500	-3.29167	43.38694
118.20833	-3.29167	37.67688
118.29167	-3.29167	53.46860
118.37500	-3.29167	835.32703
118.45833	-3.29167	1572.93188
118.54167	-3.29167	1856.32068
118.62500	-3.29167	2043.73486
118.70833	-3.29167	1890.87451
118.79167	-3.29167	781.50507
118.87500	-3.29167	0.00000
118.95833	-3.29167	0.00000
119.04167	-3.29167	0.00000
119.12500	-3.29167	0.00000
119.20833	-3.29167	0.00000
119.29167	-3.29167	0.00000
119.37500	-3.29167	0.00000
119.45833	-3.29167	0.00000
119.54167	-3.29167	0.00000
119.62500	-3.29167	0.00000
119.70833	-3.29167	0.00000
119.79167	-3.29167	0.00000
119.87500	-3.29167	0.00000
119.95833	-3.29167	0.00000
120.04167	-3.29167	0.00000
120.12500	-3.29167	0.00000
120.20833	-3.29167	0.00000
120.29167	-3.29167	0.00000
120.37500	-3.29167	0.00000
120.45833	-3.29167	56.22922
120.54167	-3.29167	410.26071
120.62500	-3.29167	867.84058
120.70833	-3.29167	933.81213
120.79167	-3.29167	976.46661
120.87500	-3.29167	742.90778
120.95833	-3.29167	51.37329
121.04167	-3.29167	0.00000
121.12500	-3.29167	0.00000
121.20833	-3.29167	0.00000
121.29167	-3.29167	0.00000
121.37500	-3.29167	0.00000
121.45833	-3.29167	0.00000
121.54167	-3.29167	0.00000
121.62500	-3.29167	0.00000
121.70833	-3.29167	0.00000
121.79167	-3.29167	0.00000
121.87500	-3.29167	0.00000
121.95833	-3.29167	0.00000
122.04167	-3.29167	0.00000
122.12500	-3.29167	0.00000
122.20833	-3.29167	0.00000
122.29167	-3.29167	0.00000
122.37500	-3.29167	16.28054
122.45833	-3.29167	19.78023
122.54167	-3.29167	30.37746
122.62500	-3.29167	31.54365
122.70833	-3.29167	228.43581
122.79167	-3.29167	430.87921
122.87500	-3.29167	732.02136
122.95833	-3.29167	961.54095
123.04167	-3.29167	1211.96045
123.12500	-3.29167	1934.95374
123.20833	-3.29167	2518.59253
123.29167	-3.29167	2832.63574
123.37500	-3.29167	3469.45386
123.45833	-3.29167	3961.00244
123.54167	-3.29167	3960.21436
123.62500	-3.29167	3681.53076
123.70833	-3.29167	4646.27979
123.79167	-3.29167	5017.31787
123.87500	-3.29167	4873.53027
123.95833	-3.29167	4718.46533
124.04167	-3.29167	4767.25488
124.12500	-3.29167	4602.49268
124.20833	-3.29167	4639.28174
124.29167	-3.29167	4794.15576
124.37500	-3.29167	4693.69189
124.45833	-3.29167	4375.34619
124.54167	-3.29167	4589.87793
124.62500	-3.29167	4990.38330
124.70833	-3.29167	4976.32422
124.79167	-3.29167	4479.74756
124.87500	-3.29167	4736.40332
124.95833	-3.29167	4886.23340
125.04167	-3.29167	5049.95312
125.12500	-3.29167	5046.48828
125.20833	-3.29167	5008.26270
125.29167	-3.29167	5266.34570
125.37500	-3.29167	5309.90918
125.45833	-3.29167	5206.06299
125.54167	-3.29167	5203.29736
125.62500	-3.29167	5189.97412
125.70833	-3.29167	4531.62451
125.79167	-3.29167	3792.98218
125.87500	-3.29167	3898.22461
125.95833	-3.29167	1201.40356
126.04167	-3.29167	0.00000
126.12500	-3.29167	0.00000
126.20833	-3.29167	0.00000
126.29167	-3.29167	0.00000
126.37500	-3.29167	0.00000
126.45833	-3.29167	0.00000
126.54167	-3.29167	0.00000
126.62500	-3.29167	0.00000
126.70833	-3.29167	0.00000
126.79167	-3.29167	0.00000
126.87500	-3.29167	0.00000
126.95833	-3.29167	0.00000
127.04167	-3.29167	0.00000
127.12500	-3.29167	122.72272
127.20833	-3.29167	757.40662
127.29167	-3.29167	1480.98389
127.37500	-3.29167	1854.23267
127.45833	-3.29167	516.52960
127.54167	-3.29167	0.00000
127.62500	-3.29167	221.31207
127.70833	-3.29167	487.79800
127.79167	-3.29167	267.13712
127.87500	-3.29167	200.18571
127.95833	-3.29167	0.00000
128.04167	-3.29167	0.00000
128.12500	-3.29167	19.86610
128.20833	-3.29167	298.01566
128.29167	-3.29167	201.77225
128.37500	-3.29167	0.00000
128.45833	-3.29167	0.00000
128.54167	-3.29167	0.00000
128.62500	-3.29167	0.00000
128.70833	-3.29167	0.00000
128.79167	-3.29167	283.89212
128.87500	-3.29167	433.70401
128.95833	-3.29167	16.49847
129.04167	-3.29167	0.00000
129.12500	-3.29167	0.00000
129.20833	-3.29167	0.00000
129.29167	-3.29167	0.00000
129.37500	-3.29167	0.00000
129.45833	-3.29167	0.00000
129.54167	-3.29167	0.00000
129.62500	-3.29167	0.00000
129.70833	-3.29167	0.00000
129.79167	-3.29167	0.00000
129.87500	-3.29167	0.00000
129.95833	-3.29167	0.00000
130.04167	-3.29167	0.00000
130.12500	-3.29167	0.00000
130.20833	-3.29167	0.00000
130.29167	-3.29167	0.00000
130.37500	-3.29167	0.00000
130.45833	-3.29167	0.00000
130.54167	-3.29167	0.00000
130.62500	-3.29167	8.74353
130.70833	-3.29167	157.20135
130.79167	-3.29167	137.69827
130.87500	-3.29167	480.93869
130.95833	-3.29167	826.24597
131.04167	-3.29167	1014.03174
131.12500	-3.29167	950.24091
131.20833	-3.29167	1055.81018
131.29167	-3.29167	783.24487
131.37500	-3.29167	638.40741
131.45833	-3.29167	922.75507
131.54167	-3.29167	1022.95142
131.62500	-3.29167	1088.94189
131.70833	-3.29167	1253.31677
131.79167	-3.29167	1329.36035
131.87500	-3.29167	1560.10876
131.95833	-3.29167	1651.82483
132.04167	-3.29167	1574.18677
132.12500	-3.29167	1427.41101
132.20833	-3.29167	1170.05359
132.29167	-3.29167	889.87305
132.37500	-3.29167	782.78815
132.45833	-3.29167	418.54489
132.54167	-3.29167	112.24344
132.62500	-3.29167	0.00000
132.70833	-3.29167	0.00000
132.79167	-3.29167	0.00000
132.87500	-3.29167	0.00000
132.95833	-3.29167	0.00000
133.04167	-3.29167	0.00000
133.12500	-3.29167	0.00000
133.20833	-3.29167	0.00000
133.29167	-3.29167	0.00000
133.37500	-3.29167	0.00000
133.45833	-3.29167	0.00000
133.54167	-3.29167	0.00000
133.62500	-3.29167	0.00000
133.70833	-3.29167	0.00000
133.79167	-3.29167	0.00000
133.87500	-3.29167	0.00000
133.95833	-3.29167	0.00000
118.04167	-3.37500	63.11427
118.12500	-3.37500	107.15703
118.20833	-3.37500	509.41559
118.29167	-3.37500	1066.59180
118.37500	-3.37500	1402.04419
118.45833	-3.37500	1428.18237
118.54167	-3.37500	1732.14282
118.62500	-3.37500	2045.21570
118.70833	-3.37500	1946.11694
118.79167	-3.37500	1077.15906
118.87500	-3.37500	0.00000
118.95833	-3.37500	0.00000
119.04167	-3.37500	0.00000
119.12500	-3.37500	0.00000
119.20833	-3.37500	0.00000
119.29167	-3.37500	0.00000
119.37500	-3.37500	0.00000
119.45833	-3.37500	0.00000
119.54167	-3.37500	0.00000
119.62500	-3.37500	0.00000
119.70833	-3.37500	0.00000
119.79167	-3.37500	0.00000
119.87500	-3.37500	0.00000
119.95833	-3.37500	0.00000
120.04167	-3.37500	0.00000
120.12500	-3.37500	0.00000
120.20833	-3.37500	0.00000
120.29167	-3.37500	0.00000
120.37500	-3.37500	0.00000
120.45833	-3.37500	149.50291
120.54167	-3.37500	846.40442
120.62500	-3.37500	1020.63257
120.70833	-3.37500	1107.48682
120.79167	-3.37500	1102.19531
120.87500	-3.37500	461.42215
120.95833	-3.37500	0.00000
121.04167	-3.37500	0.00000
121.12500	-3.37500	0.00000
121.20833	-3.37500	0.00000
121.29167	-3.37500	0.00000
121.37500	-3.37500	0.00000
121.45833	-3.37500	0.00000
121.54167	-3.37500	0.00000
121.62500	-3.37500	0.00000
121.70833	-3.37500	0.00000
121.79167	-3.37500	0.00000
121.87500	-3.37500	0.00000
121.95833	-3.37500	0.00000
122.04167	-3.37500	0.00000
122.12500	-3.37500	0.00000
122.20833	-3.37500	0.00000
122.29167	-3.37500	0.00000
122.37500	-3.37500	0.00000
122.45833	-3.37500	60.52231
122.54167	-3.37500	63.38948
122.62500	-3.37500	47.90536
122.70833	-3.37500	73.10518
122.79167	-3.37500	133.38721
122.87500	-3.37500	174.12051
122.95833	-3.37500	295.05170
123.04167	-3.37500	595.36774
123.12500	-3.37500	1258.26392
123.20833	-3.37500	2469.51538
123.29167	-3.37500	3087.81909
123.37500	-3.37500	3362.84692
123.45833	-3.37500	4005.12451
123.54167	-3.37500	3666.67798
123.62500	-3.37500	3357.62891
123.70833	-3.37500	4507.58691
123.79167	-3.37500	5325.46582
123.87500	-3.37500	5289.91309
123.95833	-3.37500	5396.49023
124.04167	-3.37500	4931.44531
124.12500	-3.37500	4841.68359
124.20833	-3.37500	4729.33057
124.29167	-3.37500	4894.83203
124.37500	-3.37500	4797.56396
124.45833	-3.37500	4593.80127
124.54167	-3.37500	4690.23877
124.62500	-3.37500	4937.85449
124.70833	-3.37500	5144.40625
124.79167	-3.37500	4702.38525
124.87500	-3.37500	4867.15381
124.95833	-3.37500	4896.75488
125.04167	-3.37500	4922.32764
125.12500	-3.37500	4846.36865
125.20833	-3.37500	4733.79688
125.29167	-3.37500	4965.51172
125.37500	-3.37500	5090.56543
125.45833	-3.37500	5165.61084
125.54167	-3.37500	5151.15576
125.62500	-3.37500	5044.75977
125.70833	-3.37500	4236.96143
125.79167	-3.37500	3725.79199
125.87500	-3.37500	4254.47754
125.95833	-3.37500	1933.69202
126.04167	-3.37500	0.00000
126.12500	-3.37500	0.00000
126.20833	-3.37500	0.00000
126.29167	-3.37500	0.00000
126.37500	-3.37500	0.00000
126.45833	-3.37500	0.00000
126.54167	-3.37500	0.00000
126.62500	-3.37500	0.00000
126.70833	-3.37500	0.00000
126.79167	-3.37500	0.00000
126.87500	-3.37500	0.00000
126.95833	-3.37500	0.00000
127.04167	-3.37500	0.00000
127.12500	-3.37500	0.00000
127.20833	-3.37500	0.00000
127.29167	-3.37500	1200.97083
127.37500	-3.37500	3073.44995
127.45833	-3.37500	2280.36206
127.54167	-3.37500	570.65997
127.62500	-3.37500	249.41611
127.70833	-3.37500	813.13611
127.79167	-3.37500	849.03528
127.87500	-3.37500	627.99023
127.95833	-3.37500	0.00000
128.04167	-3.37500	135.61313
128.12500	-3.37500	217.07822
128.20833	-3.37500	476.53433
128.29167	-3.37500	574.36682
128.37500	-3.37500	93.25996
128.45833	-3.37500	0.00000
128.54167	-3.37500	0.00000
128.62500	-3.37500	0.00000
128.70833	-3.37500	273.16852
128.79167	-3.37500	847.51880
128.87500	-3.37500	509.37711
128.95833	-3.37500	404.18753
129.04167	-3.37500	482.37955
129.12500	-3.37500	408.48285
129.20833	-3.37500	0.00000
129.29167	-3.37500	0.00000
129.37500	-3.37500	0.00000
129.45833	-3.37500	0.00000
129.54167	-3.37500	0.00000
129.62500	-3.37500	602.60071
129.70833	-3.37500	949.45105
129.79167	-3.37500	593.59192
129.87500	-3.37500	268.87054
129.95833	-3.37500	112.84444
130.04167	-3.37500	0.00000
130.12500	-3.37500	0.00000
130.20833	-3.37500	0.00000
130.29167	-3.37500	0.00000
130.37500	-3.37500	0.00000
130.45833	-3.37500	0.00000
130.54167	-3.37500	0.00000
130.62500	-3.37500	0.00000
130.70833	-3.37500	77.63576
130.79167	-3.37500	86.43253
130.87500	-3.37500	239.94144
130.95833	-3.37500	419.90753
131.04167	-3.37500	566.41583
131.12500	-3.37500	777.21094
131.20833	-3.37500	1052.51440
131.29167	-3.37500	984.02466
131.37500	-3.37500	811.49512
131.45833	-3.37500	814.97784
131.54167	-3.37500	835.15015
131.62500	-3.37500	897.72040
131.70833	-3.37500	1063.38660
131.79167	-3.37500	1131.30859
131.87500	-3.37500	1435.83582
131.95833	-3.37500	1680.66577
132.04167	-3.37500	1909.61914
132.12500	-3.37500	1807.73547
132.20833	-3.37500	1662.67578
132.29167	-3.37500	1403.02747
132.37500	-3.37500	1164.47876
132.45833	-3.37500	771.63721
132.54167	-3.37500	184.00549
132.62500	-3.37500	79.28414
132.70833	-3.37500	30.73903
132.79167	-3.37500	0.00000
132.87500	-3.37500	0.00000
132.95833	-3.37500	0.00000
133.04167	-3.37500	0.00000
133.12500	-3.37500	0.00000
133.20833	-3.37500	0.00000
