lon,lat,thickness
128.08333333333331,-10.833333333333345,1266.0
128.16666666666663,-10.833333333333345,1265.0
128.25,-10.833333333333345,1263.0
128.33333333333331,-10.833333333333345,1262.0
128.41666666666663,-10.833333333333345,1260.0
128.5,-10.833333333333345,1258.0
128.58333333333331,-10.833333333333345,1257.0
128.66666666666663,-10.833333333333345,1255.0
128.75,-10.833333333333345,1253.0
128.83333333333331,-10.833333333333345,1251.0
128.91666666666663,-10.833333333333345,1249.0
129.0,-10.833333333333345,1248.0
129.08333333333331,-10.833333333333345,1246.0
129.16666666666663,-10.833333333333345,1244.0
129.25,-10.833333333333345,1241.0
129.33333333333331,-10.833333333333345,1239.0
129.41666666666663,-10.833333333333345,1237.0
129.5,-10.833333333333345,1235.0
129.58333333333331,-10.833333333333345,1233.0
129.66666666666663,-10.833333333333345,1231.0
129.75,-10.833333333333345,1229.0
129.83333333333331,-10.833333333333345,1227.0
129.91666666666663,-10.833333333333345,1224.0
130.0,-10.833333333333345,1222.0
130.08333333333331,-10.833333333333345,1220.0
130.16666666666663,-10.833333333333345,1217.0
130.25,-10.833333333333345,1215.0
130.33333333333331,-10.833333333333345,1212.0
130.41666666666663,-10.833333333333345,1210.0
130.5,-10.833333333333345,1208.0
130.58333333333331,-10.833333333333345,1205.0
130.66666666666663,-10.833333333333345,1203.0
130.75,-10.833333333333345,1200.0
130.83333333333331,-10.833333333333345,1198.0
130.91666666666663,-10.833333333333345,1195.0
131.0,-10.833333333333345,1192.0
131.08333333333331,-10.833333333333345,1190.0
131.16666666666663,-10.833333333333345,1187.0
131.25,-10.833333333333345,1184.0
131.33333333333331,-10.833333333333345,1182.0
131.41666666666663,-10.833333333333345,1179.0
131.5,-10.833333333333345,1176.0
131.58333333333331,-10.833333333333345,1174.0
131.66666666666663,-10.833333333333345,1171.0
131.75,-10.833333333333345,1168.0
131.83333333333331,-10.833333333333345,1166.0
131.91666666666663,-10.833333333333345,1163.0
132.0,-10.833333333333345,1160.0
132.08333333333331,-10.833333333333345,1157.0
132.16666666666663,-10.833333333333345,1154.0
132.25,-10.833333333333345,1152.0
132.33333333333331,-10.833333333333345,1149.0
132.41666666666663,-10.833333333333345,1146.0
132.5,-10.833333333333345,1143.0
132.58333333333331,-10.833333333333345,1140.0
132.66666666666663,-10.833333333333345,1137.0
132.75,-10.833333333333345,1134.0
132.83333333333331,-10.833333333333345,1131.0
132.91666666666663,-10.833333333333345,1128.0
133.0,-10.833333333333345,1126.0
133.08333333333331,-10.833333333333345,1123.0
133.16666666666663,-10.833333333333345,1120.0
133.25,-10.833333333333345,1117.0
133.33333333333331,-10.833333333333345,1114.0
133.41666666666663,-10.833333333333345,1111.0
133.5,-10.833333333333345,1108.0
133.58333333333331,-10.833333333333345,1105.0
133.66666666666663,-10.833333333333345,1102.0
133.75,-10.833333333333345,1099.0
133.83333333333331,-10.833333333333345,1096.0
133.91666666666663,-10.833333333333345,1093.0
134.0,-10.833333333333345,1090.0
118.0,-10.75,502.00003
118.08333333333331,-10.75,496.00003
118.16666666666664,-10.75,491.0
118.25,-10.75,486.00003
118.33333333333331,-10.75,482.0
118.41666666666664,-10.75,488.00003
118.5,-10.75,504.00003
118.58333333333331,-10.75,528.0
118.66666666666664,-10.75,554.0
118.75,-10.75,579.0
118.83333333333331,-10.75,604.0
118.91666666666664,-10.75,629.0
119.0,-10.75,656.0
119.08333333333331,-10.75,687.0
119.16666666666664,-10.75,718.0
119.25,-10.75,744.0
119.33333333333331,-10.75,762.0
119.41666666666664,-10.75,776.0
119.5,-10.75,789.0
119.58333333333331,-10.75,804.0
119.66666666666664,-10.75,819.0
119.75,-10.75,835.0
119.83333333333331,-10.75,851.0
119.91666666666664,-10.75,866.0
120.0,-10.75,880.0
120.08333333333331,-10.75,894.0
120.16666666666664,-10.75,908.0
120.25,-10.75,922.0
120.33333333333331,-10.75,934.0
120.41666666666664,-10.75,947.0
120.5,-10.75,960.0
120.58333333333331,-10.75,972.0
120.66666666666664,-10.75,983.0
120.75,-10.75,995.0
120.83333333333331,-10.75,1006.0
120.91666666666664,-10.75,1017.0
121.0,-10.75,1028.0
121.08333333333331,-10.75,1038.0
121.16666666666664,-10.75,1048.0
121.25,-10.75,1058.0
121.33333333333331,-10.75,1067.0
121.41666666666664,-10.75,1077.0
121.5,-10.75,1086.0
121.58333333333331,-10.75,1094.0
121.66666666666664,-10.75,1103.0
121.75,-10.75,1111.0
121.83333333333331,-10.75,1119.0
121.91666666666664,-10.75,1127.0
122.0,-10.75,1135.0
122.08333333333331,-10.75,1142.0
122.16666666666664,-10.75,1149.0
122.25,-10.75,1156.0
122.33333333333331,-10.75,1163.0
122.41666666666664,-10.75,1169.0
122.5,-10.75,1175.0
122.58333333333331,-10.75,1181.0
122.66666666666664,-10.75,1187.0
122.75,-10.75,1193.0
122.83333333333331,-10.75,1198.0
122.91666666666664,-10.75,1228.9446
123.25,-10.75,1223.0
123.33333333333331,-10.75,1227.0
123.41666666666664,-10.75,1230.0
123.5,-10.75,1234.0
123.58333333333331,-10.75,1238.0
123.66666666666664,-10.75,1242.0
123.75,-10.75,1245.0
123.83333333333331,-10.75,1248.0
123.91666666666664,-10.75,1251.0
124.0,-10.75,1254.0
124.08333333333331,-10.75,1257.0
124.16666666666664,-10.75,1260.0
124.25,-10.75,1262.0
124.33333333333331,-10.75,1265.0
124.41666666666664,-10.75,1267.0
124.5,-10.75,1269.0
124.58333333333331,-10.75,1271.0
