lon,lat,faa_mGal,depth,KoreksigB,DeltaGB_mGal
123.2917,-3.875,103.946,-1104.56,-75.96249671378035,179.90849671378035
123.375,-3.875,45.3206,-1995.64,-137.24360554599897,182.56420554599896
123.4583,-3.875,-0.2282,-3347.55,-230.21678847162258,229.9885884716226
123.5417,-3.875,-20.4953,-4087.5,-281.10442648437134,260.60912648437136
123.625,-3.875,-23.9708,-4348.02,-299.0208363162266,275.0500363162266
123.7083,-3.875,-29.1098,-4839.61,-332.82832867474696,303.71852867474695
123.7917,-3.875,-20.9831,-5111.3,-351.5129186763467,330.52981867634674
123.875,-3.875,-0.5993,-4811.55,-330.8985940674928,330.2992940674928
123.9583,-3.875,10.4916,-4743.86,-326.24343599318644,336.73503599318644
124.0417,-3.875,10.0764,-4501.92,-309.60480481431705,319.681204814317
124.125,-3.875,10.5226,-4033.71,-277.4051953894247,287.9277953894247
124.2083,-3.875,16.294,-4083.96,-280.8609745773977,297.1549745773977
124.2917,-3.875,29.605,-3942.37,-271.12358601570423,300.72858601570425
124.375,-3.875,46.1831,-3907.03,-268.69319324947605,314.8762932494761
124.4583,-3.875,34.2482,-4563.67,-313.8514588413287,348.0996588413287
124.5417,-3.875,15.0027,-4771.5,-328.1442864758845,343.1469864758845
124.625,-3.875,9.4559,-4661.94,-320.6096562702263,330.0655562702263
124.7083,-3.875,12.2497,-4218.9,-290.14103116695145,302.39073116695147
124.7917,-3.875,32.7668,-3860.35,-265.48292912023066,298.24972912023065
124.875,-3.875,38.3326,-4641.58,-319.2094639465023,357.5420639465023
124.9583,-3.875,46.6096,-3968.12,-272.89445793789935,319.50405793789935
125.0417,-3.875,59.8217,-2742.22,-188.58720009638475,248.40890009638474
125.125,-3.875,75.2115,-3251.91,-223.63946067982678,298.8509606798268
125.2083,-3.875,79.7048,-3716.22,-255.57086037669734,335.2756603766974
125.2917,-3.875,55.1182,-4159.12,-286.02985743845346,341.14805743845346
125.375,-3.875,28.2573,-4934.72,-339.3692074522219,367.62650745222186
125.4583,-3.875,21.1634,-4994.82,-343.5023881327627,364.6657881327627
125.5417,-3.875,25.8132,-4780.36,-328.7536039605698,354.5668039605698
125.625,-3.875,21.1958,-4928.49,-338.94075960463834,360.13655960463836
125.7083,-3.875,10.1451,-5058.78,-347.90102767231997,358.04612767232
125.7917,-3.875,5.0283,-5216.5,-358.74770416042156,363.77600416042156
125.875,-3.875,3.5301,-5135.09,-353.1489980172796,356.6790980172796
125.9583,-3.875,-11.9167,-4710.77,-323.9677796085094,312.0510796085094
126.0417,-3.875,-4.8783,-3300.41,-226.97488934881565,222.09658934881566
126.125,-3.875,23.6397,-1865.02,-128.26064280902318,151.9003428090232
126.2083,-3.875,19.3921,-2398.94,-164.97924229245695,184.37134229245694
126.2917,-3.875,-10.5699,-3537.61,-243.2875425505509,232.71764255055092
126.375,-3.875,-16.8384,-3186.29,-219.1266600765474,202.2882600765474
126.4583,-3.875,-9.628,-2911.34,-200.21787425101155,190.58987425101157
126.5417,-3.875,-6.7147,-2513.31,-172.84466449600862,166.12996449600863
126.625,-3.875,46.5811,-1403.51,-96.52180394252721,143.1029039425272
126.7083,-3.875,102.5546,-500.94,-34.45050798852134,137.00510798852133
126.7917,-3.875,90.542,-723.68,-49.76872204482198,140.31072204482197
126.875,-3.875,32.8666,-1706.94,-117.38920849987348,150.25580849987347
126.9583,-3.875,-37.5599,-3128.5,-215.15234208106563,177.59244208106563
127.0417,-3.875,3.6093,-2886.12,-198.48345134313732,202.0927513431373
127.125,-3.875,107.9768,-854.28,-58.7503093472951,166.72710934729508
127.2917,-3.875,72.142,-1730.56,-119.0135966475336,191.1555966475336
127.375,-3.875,22.7348,-2825.45,-194.31107077927018,217.0458707792702
127.4583,-3.875,6.2944,-3369.55,-231.72976642456598,238.02416642456598
127.5417,-3.875,-3.0006,-3319.54,-228.29049245062507,225.28989245062508
127.625,-3.875,-11.5807,-3571.25,-245.60102338405164,234.02032338405164
127.7083,-3.875,-12.3427,-3577.29,-246.01640460385974,233.67370460385973
127.7917,-3.875,-10.2693,-3332.45,-229.1783354221023,218.9090354221023
127.875,-3.875,11.0174,-2836.83,-195.09369301129274,206.11109301129275
127.9583,-3.875,60.8709,-1778.19,-122.28919391565609,183.1600939156561
128.0417,-3.875,96.9325,-1158.49,-79.67135585024572,176.60385585024574
128.125,-3.875,47.4719,-2094.28,-144.02724851319616,191.49914851319616
128.2083,-3.875,-6.3046,-3231.27,-222.22001227306532,215.91541227306533
128.2917,-3.875,-39.0968,-4111.87,-282.7803934258818,243.6835934258818
128.375,-3.875,-53.9369,-4124.03,-283.6166576035087,229.6797576035087
128.4583,-3.875,-29.3355,-3250.74,-223.55899776142024,194.22349776142025
128.5417,-3.875,11.8486,-2200.22,-151.31292507386996,163.16152507386997
128.625,-3.875,27.3515,-2023.27,-139.14376831144563,166.4952683114456
128.7083,-3.875,12.3183,-2304.94,-158.51470012988057,170.83300012988056
128.7917,-3.875,4.9069,-2329.01,-160.17003555385094,165.07693555385094
128.875,-3.875,22.3238,-2102.67,-144.60424328706864,166.92804328706865
128.9583,-3.875,25.9256,-2104.01,-144.69639739874793,170.62199739874794
129.0417,-3.875,12.6421,-2401.17,-165.1326032395053,177.7747032395053
129.125,-3.875,-2.2988,-2996.06,-206.04421480434632,203.74541480434632
129.2083,-3.875,-8.6714,-3232.19,-222.28328226018843,213.61188226018842
129.2917,-3.875,-9.0344,-3428.83,-235.8065542904971,226.7721542904971
129.375,-3.875,3.5204,-3234.65,-222.45246070401754,225.97286070401753
129.4583,-3.875,2.7206,-3563.56,-245.0721688177728,247.79276881777278
129.5417,-3.875,-3.4569,-4001.54,-275.19280899187066,271.73590899187064
129.625,-3.875,-14.1702,-3753.24,-258.11678964115026,243.94658964115027
129.7083,-3.875,-20.245,-3530.56,-242.8027018883577,222.55770188835768
129.7917,-3.875,-23.4357,-3718.54,-255.73041077900774,232.29471077900774
129.875,-3.875,-18.7464,-3736.59,-256.97174041767266,238.22534041767267
129.9583,-3.875,-20.0153,-3718.46,-255.72490904099703,235.70960904099704
130.0417,-3.875,-28.7302,-4256.35,-292.716532273212,263.986332273212
130.125,-3.875,-8.844,-3829.67,-263.37301259312596,254.52901259312597
130.2083,-3.875,30.1848,-3323.92,-228.5917126067111,258.7765126067111
130.2917,-3.875,73.5687,-2127.89,-146.33866619494285,219.90736619494285
130.375,-3.875,103.3626,-1259.49,-86.61730008875861,189.9799000887586
130.4583,-3.875,88.0069,-920.84,-63.327755372200244,151.33465537220025
130.5417,-3.875,76.5388,-1027.91,-70.69114398227526,147.22994398227524
130.625,-3.875,70.1934,-362.38,-24.921497753983235,95.11489775398323
130.7083,-3.875,70.5357,-248.05,-17.058826419436894,87.5945264194369
130.7917,-3.875,65.9117,-99.92,-6.871670775368412,72.78337077536841
130.875,-3.875,70.8406,-103.96,-7.149508544908928,77.99010854490892
130.9583,-3.875,77.5228,-66.16,-4.549937334851622,82.07273733485162
131.0417,-3.875,46.4134,-269.32,-18.521601013032633,64.93500101303263
131.125,-3.875,11.1857,-555.76,-38.22057396035577,49.406273960355776
131.2083,-3.875,-21.8835,-673.93,-46.34732871941587,24.46382871941587
131.2917,-3.875,-18.8433,-662.56,-45.56539420464466,26.722094204644662
131.375,-3.875,-28.6516,-819.53,-56.36049189889586,27.70889189889586
131.4583,-3.875,-36.3568,-575.74,-39.59463302852892,3.237833028528918
131.5417,-3.875,-44.4448,-569.84,-39.18887985023955,-5.255920149760449
131.625,-3.875,-66.661,-973.75,-66.96646734902913,0.3054673490291293
131.7083,-3.875,-77.4259,-1284.81,-88.3586001691462,10.932700169146202
131.7917,-3.875,-81.5755,-1421.49,-97.75831956043278,16.182819560432776
131.875,-3.875,-86.0001,-1465.58,-100.79046492158163,14.790364921581627
131.9583,-3.875,-86.2702,-1445.41,-99.40333922563308,13.133139225633073
132.0417,-3.875,-82.7395,-1259.33,-86.60629661273721,3.866796612737204
132.125,-3.875,-77.7351,-1432.05,-98.48454897784562,20.749448977845617
132.2083,-3.875,-79.5545,-1621.21,-111.49340850415355,31.938908504153545
132.2917,-3.875,-78.7314,-2006.12,-137.9643332254011,59.23293322540111
132.375,-3.875,-72.973,-2111.17,-145.18880295070588,72.21580295070588
132.4583,-3.875,-57.9102,-2040.98,-140.36171556356507,82.45151556356507
132.5417,-3.875,-38.6261,-1737.62,-119.49912502697818,80.87302502697818
132.625,-3.875,-9.7301,-1294.5,-89.02499818569264,79.29489818569263
132.7083,-3.875,44.2423,-454.44,-31.252622769800052,75.49492276980006
133.4583,-3.875,67.4311,-2.47,-0.16986616108046415,67.60096616108046
133.5417,-3.875,58.99,-18.25,-1.2550839836916885,60.24508398369169
133.625,-3.875,57.2996,-24.8,-1.7055387833180207,59.00513878331802
133.7083,-3.875,51.5712,-36.84,-2.533550353928866,54.104750353928864
133.7917,-3.875,48.2987,-49.6,-3.4110775666360413,51.709777566636035
133.875,-3.875,57.5728,-49.77,-3.4227687599087857,60.995568759908785
118.0417,-3.9583,-7.4406,-1877.14,-129.09415611764473,121.65355611764473
118.125,-3.9583,-10.7779,-1965.09,-135.14262934316164,124.36472934316164
118.2083,-3.9583,-12.649,-1993.38,-137.0881814471966,124.4391814471966
118.2917,-3.9583,-19.2533,-1995.32,-137.22159859395614,117.96829859395615
118.375,-3.9583,-25.2789,-1997.27,-137.35570345796705,112.07680345796706
118.4583,-3.9583,-31.0795,-2001.02,-137.61359742721876,106.53409742721877
118.5417,-3.9583,-32.5411,-1992.49,-137.02697461182754,104.48587461182754
118.625,-3.9583,-36.3827,-1967.07,-135.27879735892657,98.89609735892657
118.7083,-3.9583,-35.6472,-1972.5,-135.65222782640305,100.00502782640305
118.7917,-3.9583,-33.5844,-1988.54,-136.75532629754906,103.17092629754906
118.875,-3.9583,-29.5536,-1950.94,-134.1695094325185,104.6159094325185
118.9583,-3.9583,-21.0161,-1896.85,-130.44964682003175,109.43354682003175
119.0417,-3.9583,-15.6921,-1763.94,-121.30919683249957,105.61709683249957
119.125,-3.9583,-8.2239,-1573.07,-108.18273765621284,99.95883765621284
119.2083,-3.9583,-5.8516,-1480.16,-101.79315667403232,95.94155667403231
119.2917,-3.9583,-11.1231,-1376.11,-94.63745867386133,83.51435867386132
119.375,-3.9583,-0.7507,-1098.39,-75.53817516970487,74.78747516970488
119.4583,-3.9583,16.0919,-695.27,-47.81491733377097,63.906817333770974
119.5417,-3.9583,38.9689,-233.77,-16.07676618452636,55.045666184526354
120.375,-3.9583,16.767,-5.98,-0.4112549163000711,17.17825491630007
120.4583,-3.9583,59.881,-166.4,-11.443615062262849,71.32461506226285
120.5417,-3.9583,11.2022,-1028.99,-70.76541744541976,81.96761744541976
120.625,-3.9583,-40.7752,-1590.96,-109.41306381885637,68.63786381885637
120.7083,-3.9583,-57.3481,-1769.34,-121.68056414822203,64.33246414822203
120.7917,-3.9583,-64.3397,-1879.83,-129.27915205825462,64.93945205825463
120.875,-3.9583,-47.8379,-1950.76,-134.15713052199442,86.31923052199443
120.9583,-3.9583,-14.3384,-2017.71,-138.76139751970175,124.42299751970174
121.0417,-3.9583,45.7409,-1538.94,-105.83555867739656,151.57645867739657
121.125,-3.9583,122.7465,-240.08,-16.51071577012058,139.25721577012058
121.2083,-3.9583,99.0551,-66.04,-4.541684727835568,103.59678472783557
121.2917,-3.9583,12.6465,-40.54,-2.788005736923893,15.434505736923892
122.7083,-3.9583,53.0094,-163.29,-11.229734997096756,64.23913499709676
122.7917,-3.9583,51.421,-289.6,-19.916291598745918,71.33729159874592
122.875,-3.9583,53.6727,-316.47,-21.76418785309089,75.4368878530909
122.9583,-3.9583,55.0648,-263.9,-18.148858262807483,73.21365826280748
123.0417,-3.9583,70.9908,-409.28,-28.14689166275804,99.13769166275803
123.125,-3.9583,108.1194,-432.87,-29.769216658664174,137.88861665866418
123.2083,-3.9583,128.4069,-469.57,-32.29313897107431,160.70003897107432
123.2917,-3.9583,125.8634,-613.47,-42.18939021782686,168.05279021782687
123.375,-3.9583,60.7191,-1781.76,-122.53470897438372,183.25380897438373
123.4583,-3.9583,8.6719,-3080.39,-211.8437343848789,220.5156343848789
123.5417,-3.9583,-20.2754,-3990.8,-274.45420066393376,254.17880066393377
123.625,-3.9583,-28.3427,-4386.25,-301.6499793680914,273.30727936809143
123.7083,-3.9583,-32.8339,-4862.65,-334.4128292218295,301.5789292218295
123.7917,-3.9583,-23.6052,-4958.17,-340.98190440660926,317.37670440660924
123.875,-3.9583,-1.9024,-4684.43,-322.1563323684853,320.2539323684853
123.9583,-3.9583,18.5539,-4134.34,-284.3256940896381,302.8795940896381
124.0417,-3.9583,15.3019,-4774.46,-328.3478507822805,343.6497507822805
124.125,-3.9583,6.8271,-4583.54,-315.2179530197371,322.04505301973705
124.2083,-3.9583,17.0367,-4362.17,-299.9939562268697,317.0306562268697
124.2917,-3.9583,21.2205,-4525.37,-311.21750176870444,332.43800176870445
124.375,-3.9583,32.4682,-4460.63,-306.7652202835428,339.23342028354284
124.4583,-3.9583,24.9325,-4064.06,-279.49241724723527,304.42491724723527
124.5417,-3.9583,12.8402,-4789.15,-329.35810742449587,342.19830742449585
124.625,-3.9583,9.1361,-5076.01,-349.08596449637525,358.22206449637525
124.7083,-3.9583,5.4816,-5086.28,-349.7922501134992,355.27385011349924
124.7917,-3.9583,2.5906,-4697.17,-323.0324841466898,325.6230841466898
124.875,-3.9583,-0.5511,-4970.12,-341.8037265219581,341.25262652195806
124.9583,-3.9583,17.0845,-4695.82,-322.93964231775914,340.02414231775913
125.0417,-3.9583,32.1324,-4181.64,-287.57859668846646,319.7109966884665
125.125,-3.9583,60.981,-4045.62,-278.2242666357682,339.20526663576817
125.2083,-3.9583,73.8275,-3724.84,-256.16367264735067,329.99117264735065
125.2917,-3.9583,59.8783,-4144.39,-285.0168499272327,344.89514992723275
125.375,-3.9583,36.3074,-4647.84,-319.63997494583987,355.9473749458399
125.4583,-3.9583,26.9822,-4854.14,-333.827581840941,360.80978184094096
125.5417,-3.9583,28.5681,-4884.47,-335.91342826424886,364.4815282642489
125.625,-3.9583,19.9252,-5040.09,-346.61568412956944,366.54088412956946
125.7083,-3.9583,13.1419,-4970.53,-341.83192292926293,354.97382292926295
125.7917,-3.9583,6.9457,-4943.59,-339.97921265415863,346.9249126541586
125.875,-3.9583,3.112,-5094.42,-350.3520519560883,353.4640519560883
125.9583,-3.9583,-1.2401,-5042.38,-346.7731713801258,345.5330713801258
126.0417,-3.9583,4.9927,-4301.21,-295.80163186271386,300.7943318627139
126.125,-3.9583,40.2303,-2526.94,-173.7820231095822,214.0123231095822
126.2083,-3.9583,60.6582,-1384.22,-95.19519736469638,155.85339736469638
126.2917,-3.9583,0.8983,-2680.87,-184.36805475942668,185.2663547594267
126.375,-3.9583,-41.5322,-4291.57,-295.1386724324241,253.60647243242408
126.4583,-3.9583,-57.4396,-4715.77,-324.3116382341783,266.8720382341783
126.5417,-3.9583,-60.1769,-4807.72,-330.6351983602304,270.4582983602304
126.625,-3.9583,-39.4063,-3778.55,-259.85740200428654,220.45110200428655
126.7083,-3.9583,-3.7472,-3278.41,-225.46191139587225,221.71471139587226
126.7917,-3.9583,-16.5483,-3337.42,-229.52013089601726,212.97183089601725
126.875,-3.9583,-54.9038,-3877.28,-266.64723442674574,211.74343442674575
126.9583,-3.9583,-59.4878,-4089.2,-281.22133841709876,221.73353841709877
127.0417,-3.9583,-24.2958,-3791.72,-260.7631256242986,236.4673256242986
127.125,-3.9583,29.0508,-2752.65,-189.30448918953022,218.35528918953023
127.2083,-3.9583,93.9861,-1586.45,-109.10290333850297,203.08900333850295
127.2917,-3.9583,87.422,-1722.72,-118.47442632248469,205.89642632248467
127.375,-3.9583,50.9135,-2638.31,-181.44113013773253,232.35463013773253
127.4583,-3.9583,25.2779,-3218.23,-221.3232289773207,246.60112897732068
127.5417,-3.9583,7.6175,-3659.76,-251.6880087756435,259.3055087756435
127.625,-3.9583,-4.1639,-3795.4,-261.01620557279097,256.85230557279095
127.7083,-3.9583,2.944,-3723.74,-256.08802374970344,259.03202374970346
127.7917,-3.9583,11.5227,-3341.09,-229.7725231272583,241.29522312725828
127.875,-3.9583,20.8356,-2783.5,-191.42609690990767,212.26169690990767
127.9583,-3.9583,55.6782,-2036.1,-140.02610954491215,195.70430954491215
128.0417,-3.9583,103.8121,-1450.06,-99.72312774750519,203.5352277475052
128.125,-3.9583,68.1795,-2021.64,-139.03167039947755,207.21117039947757
128.2083,-3.9583,11.0033,-3350.61,-230.42722995053197,241.43052995053196
128.2917,-3.9583,-16.3564,-4226.86,-290.68845409901644,274.33205409901643
128.375,-3.9583,-24.4466,-4268.55,-293.5555473198442,269.1089473198442
128.4583,-3.9583,-6.8191,-3320.69,-228.36957993452893,221.55047993452894
128.5417,-3.9583,34.9546,-2181.72,-150.0406481588948,184.9952481588948
128.625,-3.9583,52.4907,-1784.75,-122.74033643253375,175.23103643253376
128.7083,-3.9583,23.715,-2440.14,-167.81263736796913,191.52763736796913
128.7917,-3.9583,3.0116,-2784.62,-191.50312124205752,194.5147212420575
128.875,-3.9583,15.7345,-2730.25,-187.76400254653328,203.49850254653327
128.9583,-3.9583,16.6341,-2675.2,-183.97811907791808,200.61221907791807
129.0417,-3.9583,16.0673,-2711.75,-186.49172563155815,202.55902563155814
129.125,-3.9583,6.2646,-3153.68,-216.88401411993448,223.14861411993448
129.2083,-3.9583,-2.5405,-3514.69,-241.71129461048443,239.17079461048442
129.2917,-3.9583,-10.22,-3703.42,-254.69058229498484,244.47058229498484
129.375,-3.9583,-6.6971,-3908.96,-268.8259226789843,262.1288226789843
129.4583,-3.9583,-21.3546,-4272.31,-293.8141290063473,272.4595290063473
129.5417,-3.9583,-35.608,-4739.72,-325.9587210511326,290.3507210511326
129.625,-3.9583,-44.6247,-4666.47,-320.9211921850824,276.2964921850824
129.7083,-3.9583,-47.0766,-4376.85,-301.0035251518338,253.9269251518338
129.7917,-3.9583,-31.6089,-4231.73,-291.023372400418,259.414472400418
129.875,-3.9583,7.4678,-3151.9,-216.76160044919632,224.22940044919633
129.9583,-3.9583,21.0722,-2681.13,-184.38593540796148,205.4581354079615
130.0417,-3.9583,-13.4161,-3798.34,-261.2183944446843,247.8022944446843
130.125,-3.9583,-39.2256,-4601.59,-316.459282658402,277.233682658402
130.2083,-3.9583,-31.9623,-4531.88,-311.66520569932544,279.70290569932547
130.2917,-3.9583,-8.3741,-4018.1,-276.3316687600862,267.9575687600862
130.375,-3.9583,19.7943,-3527.3,-242.57850606442153,262.3728060644215
130.4583,-3.9583,51.1235,-2325.51,-159.9293345158827,211.0528345158827
130.5417,-3.9583,78.9879,-1494.38,-102.77109060543482,181.7589906054348
130.625,-3.9583,67.8594,-1383.97,-95.17800443341294,163.03740443341292
130.7083,-3.9583,56.9778,-1465.82,-100.80697013561374,157.78477013561374
130.7917,-3.9583,58.0611,-1338.92,-92.07983821613566,150.14093821613565
130.875,-3.9583,67.9631,-1115.37,-76.70591906247662,144.66901906247662
130.9583,-3.9583,90.2773,-746.04,-51.30645781881355,141.58375781881355
131.0417,-3.9583,89.3192,-420.11,-28.891689445957002,118.210889445957
131.125,-3.9583,66.7738,-372.16,-25.594085225791716,92.36788522579171
131.2083,-3.9583,40.9608,-244.68,-16.82706570573602,57.78786570573602
131.2917,-3.9583,7.643,-489.68,-33.67613836351485,41.31913836351485
131.375,-3.9583,10.3476,-160.59,-11.044051339235521,21.391651339235523
131.4583,-3.9583,-8.4806,-160.26,-11.021356669941369,2.540756669941368
131.5417,-3.9583,-44.657,-504.6,-34.70221250251102,-9.95478749748898
131.625,-3.9583,-62.1067,-905.42,-62.26729537063718,0.1605953706371821
131.7083,-3.9583,-66.1213,-1069.8,-73.57199154812977,7.450691548129768
131.7917,-3.9583,-63.3245,-1161.24,-79.86047809436364,16.535978094363642
131.875,-3.9583,-70.721,-1342.18,-92.30403404007181,21.58303404007181
131.9583,-3.9583,-76.0083,-1512.63,-104.02617458912651,28.017874589126507
132.0417,-3.9583,-71.5715,-1240.61,-85.31888991823263,13.747389918232628
132.125,-3.9583,-68.0432,-1338.53,-92.05301724333347,24.009817243333472
132.2083,-3.9583,-67.7428,-1483.73,-102.03867173275995,34.29587173275995
132.2917,-3.9583,-64.2088,-1750.99,-120.41860299201697,56.209802992016975
132.375,-3.9583,-62.3073,-1871.65,-128.71659934666022,66.40929934666022
132.4583,-3.9583,-51.6973,-1959.85,-134.7822655034606,83.0849655034606
132.5417,-3.9583,-42.1209,-1900.49,-130.69997589951873,88.57907589951873
132.625,-3.9583,-27.2122,-1635.29,-112.46171439403733,85.24951439403733
132.7083,-3.9583,22.8749,-908.79,-62.49905608433806,85.37395608433806
132.7917,-3.9583,94.5895,-149.07,-10.251801065694247,104.84130106569425
133.4583,-3.9583,83.6101,-10.08,-0.6932189893486148,84.30331898934861
133.5417,-3.9583,66.9869,-24.74,-1.701412479809993,68.68831247981
133.625,-3.9583,63.5639,-44.54,-3.0630926374590577,66.62699263745905
133.7083,-3.9583,52.3405,-86.69,-5.961820851848355,58.30232085184835
133.7917,-3.9583,40.2877,-109.58,-7.536005640160834,47.82370564016084
133.875,-3.9583,37.5705,-150.97,-10.38246734344845,47.95296734344845
118.0417,-4.0417,-9.1249,-1955.07,-134.45353665732105,125.32863665732106
118.125,-4.0417,-12.1194,-1992.65,-137.03797808784896,124.91857808784896
118.2083,-4.0417,-15.0319,-1989.08,-136.7924630291213,121.7605630291213
118.2917,-4.0417,-21.5766,-1998.23,-137.42172431409548,115.84512431409549
118.375,-4.0417,-24.9252,-1982.63,-136.34888540200836,111.42368540200836
118.4583,-4.0417,-28.7688,-1971.99,-135.61715424658482,106.84835424658482
118.5417,-4.0417,-32.121,-1996.12,-137.2766159740632,105.15561597406318
118.625,-4.0417,-37.2846,-1989.15,-136.79727704988068,99.51267704988068
118.7083,-4.0417,-38.3604,-1982.16,-136.3165626911955,97.95616269119549
118.7917,-4.0417,-33.5567,-1992.37,-137.01872200481148,103.46202200481147
118.875,-4.0417,-23.049,-1936.32,-133.16406681106247,110.11506681106246
118.9583,-4.0417,-7.8256,-1699.91,-116.90574327218292,109.08014327218292
119.0417,-4.0417,-7.9595,-1638.67,-112.69416282498955,104.73466282498954
119.125,-4.0417,-7.0147,-1558.39,-107.1731687312488,100.15846873124879
119.2083,-4.0417,-1.8638,-1437.25,-98.84216194854133,96.97836194854133
119.2917,-4.0417,-12.0906,-1399.79,-96.26597312502952,84.17537312502952
119.375,-4.0417,-7.0615,-1170.89,-80.52412524190473,73.46262524190473
119.4583,-4.0417,5.274,-897.53,-61.72468645933157,66.99868645933157
119.5417,-4.0417,27.4527,-392.68,-27.00528102553711,54.45798102553711
120.375,-4.0417,30.2283,-5.7,-0.3919988332626096,30.62029883326261
120.4583,-4.0417,64.9534,-130.49,-8.974022412708408,73.92742241270841
120.5417,-4.0417,14.0925,-569.84,-39.18887985023955,53.28137985023955
120.625,-4.0417,-42.69,-1373.09,-94.42976806395728,51.739768063957285
120.7083,-4.0417,-65.5978,-1768.17,-121.60010122981551,56.0023012298155
120.7917,-4.0417,-70.5083,-1899.37,-130.6229515673689,60.11465156736888
120.875,-4.0417,-58.702,-1916.23,-131.78244285312462,73.08044285312462
120.9583,-4.0417,-33.6406,-1787.91,-122.95765508395654,89.31705508395655
121.0417,-4.0417,24.2625,-1245.17,-85.63248898484274,109.89498898484274
121.125,-4.0417,117.3338,-146.19,-10.053738497308927,127.38753849730892
121.2083,-4.0417,126.9836,-67.55,-4.645530032787592,131.6291300327876
121.2917,-4.0417,72.0572,-58.44,-4.019019616818754,76.07621961681875
121.375,-4.0417,63.3453,-32.72,-2.2502108463776462,65.59551084637765
121.4583,-4.0417,32.2707,-24.75,-1.702100197061331,33.97280019706133
122.7083,-4.0417,57.3686,-39.34,-2.705479666763344,60.074079666763346
122.875,-4.0417,81.6109,-33.41,-2.297663336719962,83.90856333671996
122.9583,-4.0417,76.2964,-10.68,-0.7344820244288894,77.03088202442889
123.2917,-4.0417,131.3155,-491.18,-33.77929595121554,165.09479595121553
123.375,-4.0417,52.8329,-2195.09,-150.96012612393363,203.79302612393363
123.4583,-4.0417,-15.0288,-3652.06,-251.15846649211332,236.12966649211333
123.5417,-4.0417,-34.2396,-4514.52,-310.47132855100284,276.23172855100285
123.625,-4.0417,-42.2354,-4825.03,-331.8256369222963,289.5902369222963
123.7083,-4.0417,-35.3551,-5127.84,-352.6504030100596,317.2953030100596
123.7917,-4.0417,-24.0466,-5046.88,-347.08264414322787,323.03604414322785
123.875,-4.0417,-6.1853,-4328.02,-297.6454018135508,291.4601018135508
123.9583,-4.0417,20.6315,-4248.73,-292.19249172769247,312.8239917276925
124.0417,-4.0417,14.9434,-4848.07,-333.41013746937887,348.35353746937886
124.125,-4.0417,6.3267,-4826.77,-331.94529972402916,338.2719997240292
124.2083,-4.0417,15.6276,-4533.34,-311.7656124180208,327.39321241802077
124.2917,-4.0417,14.8446,-4810.71,-330.84082581838044,345.68542581838045
124.375,-4.0417,21.2161,-4527.64,-311.3736135847582,332.58971358475816
124.4583,-4.0417,23.6546,-4335.44,-298.1556880140435,321.8102880140435
124.5417,-4.0417,20.4103,-4703.44,-323.4636828632786,343.8739828632786
124.625,-4.0417,20.6059,-4868.95,-334.8460910901724,355.45199109017244
124.7083,-4.0417,15.9915,-4948.9,-340.344390514619,356.335890514619
124.7917,-4.0417,5.9007,-4382.5,-301.3920853988397,307.29278539883967
124.875,-4.0417,2.0723,-4952.92,-340.6208528496569,342.6931528496569
124.9583,-4.0417,5.3518,-5053.0,-347.5035271010467,352.8553271010467
125.0417,-4.0417,14.265,-4901.09,-337.0564143359725,351.32141433597246
125.125,-4.0417,33.2266,-4610.75,-317.08923166062755,350.31583166062757
125.2083,-4.0417,34.4538,-4741.08,-326.0522505973145,360.5060505973145
125.2917,-4.0417,45.4978,-4432.69,-304.8437382833047,350.34153828330466
125.375,-4.0417,40.569,-4587.34,-315.4792855752455,356.04828557524553
125.4583,-4.0417,36.3829,-4631.75,-318.53343788843716,354.91633788843717
125.5417,-4.0417,38.4965,-4510.31,-310.1817995881896,348.6782995881896
125.625,-4.0417,29.6254,-4743.87,-326.2441237104378,355.8695237104378
125.7083,-4.0417,22.7512,-4796.33,-329.8518884109565,352.6030884109565
125.7917,-4.0417,14.3402,-4685.89,-322.2567390871806,336.5969390871806
125.875,-4.0417,2.6519,-4945.46,-340.1078157801588,342.7597157801588
125.9583,-4.0417,2.3523,-5025.69,-345.6253712876428,347.9776712876428
126.0417,-4.0417,13.5993,-4515.41,-310.5325353863719,324.1318353863719
126.125,-4.0417,62.3365,-2493.36,-171.4726685795895,233.8091685795895
126.2083,-4.0417,99.3757,-1166.7,-80.23597171359414,179.61167171359415
126.2917,-4.0417,22.267,-3074.08,-211.4097847992847,233.6767847992847
126.375,-4.0417,-36.0219,-4879.86,-335.59639061138205,299.57449061138203
126.4583,-4.0417,-58.1594,-4981.8,-342.60698027152074,284.44758027152074
126.5417,-4.0417,-71.5793,-5039.05,-346.5441615354303,274.9648615354303
126.625,-4.0417,-68.0452,-4988.27,-343.0519333331364,275.00673333313637
126.7083,-4.0417,-60.4999,-5072.2,-348.82394422361546,288.3240442236155
126.7917,-4.0417,-73.8497,-5095.27,-350.41050792245204,276.56080792245206
126.875,-4.0417,-82.1842,-5068.97,-348.60181155143334,266.4176115514333
126.9583,-4.0417,-59.907,-4422.66,-304.1539578802128,244.2469578802128
127.0417,-4.0417,-26.1343,-3882.36,-266.99659479042543,240.86229479042544
127.125,-4.0417,-0.4839,-3535.31,-243.12936758274319,242.64546758274318
127.2083,-4.0417,68.7397,-2184.58,-150.23733529277746,218.97703529277746
