Longitude,Latitude,Gravity_mGal,Normal_Gravity_mGal,Height_m,KoreksigF,DeltaGF_mGal,KoreksigB,DeltaGB_mGal
118.7917,-8.2917,978201.1167,978140.9752,-2.96,-0.9134559999999999,59.22804400002701,-0.33141262077888917,59.5594566208059
118.7917,-8.2083,978128.5851,978136.7104,-3.32,-1.024552,-9.149851999956041,-0.3717195611438892,-8.778132438812152
118.7917,-8.125,978128.5851,978136.7104,-3.32,-1.024552,-9.149851999956041,-0.3717195611438892,-8.778132438812152
118.7917,-8.0417,978115.8753,978134.6094,-3.31,-1.021466,-19.75556600000149,-0.37059992391152813,-19.384966076089963
118.7917,-3.4583,978040.7,978050.8714,-3.01,-0.9288859999999999,-11.100285999991991,-0.33701080694069474,-10.763275193051296
118.7917,-3.375,978040.7,978050.8714,-3.43,-1.058498,-11.22989799999199,-0.3840355706998615,-10.84586242929213
118.7917,-3.2917,978070.05,978049.9888,-3.85,-1.18811,18.87308999999646,-0.4310603344590282,19.30415033445549
118.7917,-3.2083,978057.7,978048.2886,-2.94,-0.907284,8.504115999982677,-0.32917334631416695,8.833289346296844
118.7917,-3.125,978057.7,978048.2886,-4.52,-1.394872,8.016527999982678,-0.5060760290272226,8.522604029009901
118.7917,-3.0417,978054.3833,978047.4711,-1.84,-0.567824,6.3443760000206755,-0.20601325075444465,6.55038925077512
118.7917,-2.9583,978077.95,978045.9013,-2.51,-0.7745859999999999,31.274113999926612,-0.2810289453226391,31.55514294524925
118.7917,-2.875,978077.95,978045.9013,-2.87,-0.885682,31.163017999926613,-0.3213358856876392,31.48435388561425
118.7917,-2.7917,978032.6,978045.149,173.65,53.58839,41.03939000000093,19.442500539950714,21.596889460050214
118.7917,-2.7083,978041.2667,978043.7095,31.7,9.78262,7.3398200000393015,3.5492500265847253,3.790569973454576
118.7917,-2.625,978072.4833,978043.0224,-0.51,-0.157386,29.30351399994729,-0.057101498850416724,29.360615498797706
118.7917,-2.5417,978072.4833,978043.0224,-2.89,-0.891854,28.56904599994729,-0.32357516015236143,28.89262116009965
118.875,-9.7083,978303.2167,978178.0922,-4.58,-1.4133879999999999,123.71111200003446,-0.5127938524213894,124.22390585245586
118.875,-9.625,978303.2167,978178.0922,-4.25,-1.31155,123.81295000003446,-0.4758458237534727,124.28879582378794
118.875,-9.5417,978314.2167,978175.6171,-3.91,-1.206626,137.39297399995772,-0.43777815785319485,137.8307521578109
118.875,-9.4583,978234.0,978170.7286,-3.58,-1.1047879999999999,62.16661199996871,-0.40083012918527816,62.56744212915399
118.875,-9.375,978234.0,978170.7286,-3.25,-1.00295,62.26844999996871,-0.3638821005173615,62.63233210048607
118.875,-9.2917,978217.2852,978168.3154,-2.91,-0.898026,48.071774000078975,-0.32581443461708365,48.39758843469606
118.875,-8.9583,978162.5,978156.5597,-3.38,-1.0430679999999999,4.897232000016578,-0.3784373845380559,5.275669384554633
118.875,-8.875,978202.9667,978154.2709,-3.37,-1.039982,47.65581799998677,-0.3773177473056948,48.03313574729247
118.875,-8.7917,978202.9667,978154.2709,393.49,121.43101399999999,170.12681399998678,44.0566054561774,126.07020854380937
118.875,-8.7083,978177.3,978149.7556,97.44,30.069983999999998,57.61438400001341,10.909745192126676,46.70463880788673
118.875,-8.625,978203.1167,978147.5292,719.98,222.185828,277.7733280000233,80.61164145553535,197.16168654448796
118.875,-8.5417,978203.1167,978147.5292,496.11,153.099546,208.6870460000233,55.546322734667136,153.14072326535614
118.875,-8.4583,978199.0833,978143.139,749.95,231.43457,287.37887000009016,83.96719424092161,203.41167575916853
118.875,-8.375,978199.0833,978143.139,241.22,74.44049199999999,130.38479200009016,27.007889319014748,103.3769026810754
118.875,-8.2917,978201.1167,978140.9752,136.79,42.213393999999994,102.354894000027,15.315517701467652,87.03937629855935
118.875,-8.2083,978172.2667,978136.7104,-3.33,-1.027638,34.52866200005476,-0.37283919837625035,34.901501198431006
118.875,-8.125,978172.2667,978136.7104,-3.33,-1.027638,34.52866200005476,-0.37283919837625035,34.901501198431006
118.875,-8.0417,978118.4606,978134.6094,-3.32,-1.024552,-17.173351999966286,-0.3717195611438892,-16.8016324388224
118.875,-3.625,978001.85,978052.7016,-2.68,-0.827048,-51.67864800005271,-0.30006277827277805,-51.378585221779936
118.875,-3.5417,978001.85,978052.7016,-2.75,-0.8486499999999999,-51.70025000005271,-0.30790023889930584,-51.392349761153405
118.875,-3.4583,978020.4833,978050.8714,-3.3,-1.0183799999999998,-31.406479999981933,-0.369480286679167,-31.036999713302766
118.875,-3.375,978020.4833,978050.8714,-3.48,-1.073928,-31.46202799998193,-0.389633756861667,-31.072394243120264
